key	project	title	abstract	keywords	authors	venue	doi	references	pages	bibtex	screened_decision	final_decision	mode	inclusion_criteria	exclusion_criteria	reviewer_count	source	year	meta_title	link	publisher	metadata_missing
68	ModelGuidance	A holistic roadmap for survivable infrastructure systems			T. A. Longstaff; Y. Y. Haimes	IEEE Transactions on Systems, Man, and Cybernetics - Part A: Systems and Humans					Excluded	Excluded	new_screen			2						
69	ModelGuidance	DIANE-Dynamic IoT Application Deployment			Vogler, M.; Schleicher, J.M.; Inzinger, C.; Dustdar, S.	Proceedings - 2015 IEEE 3rd International Conference on Mobile Services, MS 2015					Excluded	Excluded	new_screen			2						
70	ModelGuidance	Requirements management process model for software development based on legacy system functionalities			Zagajšek, B.; Šeparovič, K.; Car, Ž.	Proceedings of the 9th International Conference on Telecommunications, Con℡ 2007					Excluded	Excluded	new_screen			2						
71	ModelGuidance	COOL: A model-driven and automated system for guided and verifiable cloud solution design			Motahari Nezhad, H.R.; Yorov, K.; Yin, P.; Nakamura, T.; Trent, S.; Shurek, G.; Kushida, T.; Subramanian, U.	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)					Excluded	Excluded	new_screen			2						
72	ModelGuidance	Formal verification of behaviour networks including sensor failures			Kiekbusch, L.; Armbrust, C.; Berns, K.	Robotics and Autonomous Systems					Excluded	Excluded	new_screen			2						
73	ModelGuidance	Evaluating the suitability of state-based formal methods for industrial deployment			Mashkoor, A.; Kossak, F.; Egyed, A.	Software - Practice and Experience					Excluded	Excluded	new_screen			2						
74	ModelGuidance	Visualizing failure effects in complex human-machine systems			Price, J.M.; Mathur, A.; Morley, R.M.; Scalzo, R.C.	Proceedings of SPIE - The International Society for Optical Engineering					Excluded	Excluded	new_screen			2						
75	ModelGuidance	A Design Theory for Cognitive Workflow Systems			Hyysalo, Jarkko; Oivo, Markku; Kuvaja, Pasi	INTERNATIONAL JOURNAL OF SOFTWARE ENGINEERING AND KNOWLEDGE ENGINEERING					Excluded	Excluded	new_screen			2						
76	ModelGuidance	Restriction-based concurrent system design using the rough set formalism			Suraj, Z; Pancerz, K	FUNDAMENTA INFORMATICAE					Excluded	Excluded	new_screen			2						
77	ModelGuidance	A systematic view of agent-supported simulation: Past, present, and promising future			Ören, T.; Yilmaz, L.; Ghasem-Aghaee, N.	SIMULTECH 2014 - Proceedings of the 4th International Conference on Simulation and Modeling Methodologies, Technologies and Applications					Excluded	Excluded	new_screen			2						
78	ModelGuidance	BDL: A specialized language for per-object reactive control			Bertrand, F; Augeraud, M	IEEE TRANSACTIONS ON SOFTWARE ENGINEERING					Excluded	Excluded	new_screen			2						
79	ModelGuidance	Impact of limited memory resources			Binkley, D.; Lawrie, D.; Maex, S.; Morrell, C.	IEEE International Conference on Program Comprehension					Excluded	Excluded	new_screen			2						
80	ModelGuidance	A model-based approach to impact analysis using model differencing			Müller, K.; Rumpe, B.	Electronic Communications of the EASST					Included	Excluded	new_screen			2						
81	ModelGuidance	Extending SOFL features for AOP modeling			Shen, Y.; Chen, H.	Proceedings of the IEEE International Conference on Engineering of Complex Computer Systems, ICECCS					Excluded	Excluded	new_screen			2						
82	ModelGuidance	Analyzing the dynamic cost factors of process-aware information systems: A model-based approach			Mutschler, B.; Reichert, M.; Rinderle, S.	Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)					Excluded	Excluded	new_screen			2						
83	ModelGuidance	Petri net-based scheduling strategy and energy modeling for the cylinder block remanufacturing under uncertainty			Peng, S.; Li, T.; Zhao, J.; Guo, Y.; Lv, S.; Tan, G.Z.; Zhang, H.	Robotics and Computer-Integrated Manufacturing					Excluded	Excluded	new_screen			2						
84	ModelGuidance	Extending HARM to make test cases for penetration testing			Vegendla, A.; Søgaard, T.M.; Sindre, G.	Lecture Notes in Business Information Processing					Excluded	Excluded	new_screen			2						
85	ModelGuidance	Use Cases Modeling for Scalable Model-Checking			A. Raji; P. Dhaussy	2011 18th Asia-Pacific Software Engineering Conference					Excluded	Excluded	new_screen			2						
86	ModelGuidance	A Pheromone-Rate-Based Analysis on the Convergence Time of ACO Algorithm			H. Huang; C. -G. Wu; Z. -F. Hao	IEEE Transactions on Systems, Man, and Cybernetics, Part B (Cybernetics)					Excluded	Excluded	new_screen			2						
87	ModelGuidance	Using SOA and RIAs for water data discovery and retrieval			Huang, M.; Maidment, D.R.; Tian, Y.	Environmental Modelling and Software					Excluded	Excluded	new_screen			2						
88	ModelGuidance	The operational semantics of concept algebra for cognitive computing and machine learning			Wang, Y.; Tian, Y.; Hu, K.	Proceedings of the 10th IEEE International Conference on Cognitive Informatics and Cognitive Computing, ICCI*CC 2011					Excluded	Excluded	new_screen			2						
89	ModelGuidance	AN AOSD-based method for integrated services implementation in telecommunication field			W. Yumei; C. Lu; R. Lina; Z. Lin	2009 2nd IEEE International Conference on Broadband Network & Multimedia Technology					Excluded	Excluded	new_screen			2						
90	ModelGuidance	A calculus for modeling and implementing variation			Walkingshaw, E.; Erwig, M.	Proceedings of the 11th International Conference on Generative Programming and Component Engineering, GPCE'12					Excluded	Excluded	new_screen			2						
91	ModelGuidance	Checking of models built using a graphically based formal modelling language			Walters, R.J.	Journal of Systems and Software					Excluded	Excluded	new_screen			2						
92	ModelGuidance	A Method for Constructing a Company Specific Enterprise Architecture Model Framework			A. Kallgren; J. Ullberg; P. Johnson	2009 10th ACIS International Conference on Software Engineering, Artificial Intelligences, Networking and Parallel/Distributed Computing					Excluded	Excluded	new_screen			2						
93	ModelGuidance	Business analysts' contributions to the dynamic capabilities of agile software development teams			Ndlela, M.; Tanner, M.	Information Technology and People					Excluded	Excluded	new_screen			2						
94	ModelGuidance	Diagrammatic knowledge modeling for managers: Ontology-based approach			Kudryavtsev, D.; Gavrilova, T.	KEOD 2011 - Proceedings of the International Conference on Knowledge Engineering and Ontology Development					Included	Excluded	new_screen			2						
95	ModelGuidance	Service-oriented workflow technology			S. -y. Zhao; W. -j. Liu	2010 International Conference on Computer Application and System Modeling (ICCASM 2010)					Excluded	Excluded	new_screen			2						
96	ModelGuidance	Ensuring scientific reproducibility in bio-macromolecular modeling via extensive, automated benchmarks			Leman, Julia Koehler; Lyskov, Sergey; Lewis, Steven M.; Adolf-Bryfogle, Jared; Alford, Rebecca F.; Barlow, Kyle; Ben-Aharon, Ziv; Farrell, Daniel; Fell, Jason; Hansen, William A.; Harmalkar, Ameya; Jeliazkov, Jeliazko; Kuenze, Georg; Krys, Justyna D.; Ljubetic, Ajasja; Loshbaugh, Amanda L.; Maguire, Jack; Moretti, Rocco; Mulligan, Vikram Khipple; Nance, Morgan L.; Nguyen, Phuong T.; Conchuir, Shane O.; Burman, Shourya S. Roy; Samanta, Rituparna; Smith, Shannon T.; Teets, Frank; Tiemann, Johanna K. S.; Watkins, Andrew; Woods, Hope; Yachnin, Brahm J.; Bahl, Christopher D.; Bailey-Kellogg, Chris; Baker, David; Das, Rhiju; DiMaio, Frank; Khare, Sagar D.; Kortemme, Tanja; Labonte, Jason W.; Lindorff-Larsen, Kresten; Meiler, Jens; Schief, William; Schueler-Furman, Ora; Siegel, Justin B.; Stein, Amelie; Yarov-Yarovoy, Vladimir; Kuhlman, Brian; Leaver-Fay, Andrew; Gront, Dominik; Gray, Jeffrey J.; Bonneau, Richard	NATURE COMMUNICATIONS					Excluded	Excluded	new_screen			2						
97	ModelGuidance	SM2PIA: A model to support the development of pragmatic interoperability requirements			Neiva, F.W.; David, J.M.N.; Braga, R.; Borges, M.R.S.; Campos, F.	Proceedings - 11th IEEE International Conference on Global Software Engineering, ICGSE 2016					Excluded	Excluded	new_screen			2						
98	ModelGuidance	Multiserver configuration for cloud service profit maximization in the presence of soft errors based on grouped grey wolf optimizer			Cong, Peijin; Hou, Xiangpeng; Zou, Minhui; Dong, Jiangshan; Chen, Mingsong; Zhou, Junlong	JOURNAL OF SYSTEMS ARCHITECTURE					Excluded	Excluded	new_screen			2						
99	ModelGuidance	Robustness with respect to class imbalance in artificial intelligence classification algorithms			Lian, Jiayi; Freeman, Laura; Hong, Yili; Deng, Xinwei	JOURNAL OF QUALITY TECHNOLOGY					Excluded	Excluded	new_screen			2						
100	ModelGuidance	Knowledge-based automatic evaluating method for pipe routing			Gong, J.; Liu, J.-H.; Zhao, B.-X.; Wu, H.-C.	Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS					Excluded	Excluded	new_screen			2						
101	ModelGuidance	Topic sensitive image descriptions			Zia, U.; Riaz, M.M.; Ghafoor, A.; Ali, S.S.	Neural Computing and Applications					Excluded	Excluded	new_screen			2						
102	ModelGuidance	Supporting Process Model Validation through Natural Language Generation			H. Leopold; J. Mendling; A. Polyvyanyy	IEEE Transactions on Software Engineering					Excluded	Excluded	new_screen			2						
103	ModelGuidance	Providing support for starting collaboration in distributed software development: A multi-agent approach			Palacio, R.R.; Morán, A.L.; González, V.M.; Vizcaíno, A.	2009 WRI World Congress on Computer Science and Information Engineering, CSIE 2009					Excluded	Excluded	new_screen			2						
104	ModelGuidance	Regression test cases generation based on automatic model revision			Ye, N.; Chen, X.; Ding, W.; Jiang, P.; Bu, L.; Li, X.	Proceedings - IEEE 6th International Symposium on Theoretical Aspects of Software Engineering, TASE 2012					Excluded	Excluded	new_screen			2						
105	ModelGuidance	Can asynchronous exceptions expire?			B. Morandi; S. Nanz; B. Meyer	2012 5th International Workshop on Exception Handling (WEH)					Excluded	Excluded	new_screen			2						
106	ModelGuidance	Ontological foundations for software requirements with a focus on requirements at runtime			Duarte, B.B.; De Castro Leal, A.L.; Falbo, R.D.A.; Guizzardi, G.; Guizzardi, R.S.S.; Silva Souza, V.E.	Applied Ontology					Excluded	Excluded	new_screen			2						
107	ModelGuidance	Compositional verification of middleware-based software architecture descriptions			M. Caporuscio; P. Inverardi; P. Pelliccione	Proceedings. 26th International Conference on Software Engineering					Excluded	Excluded	new_screen			2						
108	ModelGuidance	Pinset: A DSL for extracting datasets from models for data mining-based quality analysis			De La Vega, A.; Sanchez, P.; Kolovos, D.S.	Proceedings - 2018 International Conference on the Quality of Information and Communications Technology, QUATIC 2018					Excluded	Excluded	new_screen			2						
109	ModelGuidance	UML class diagrams - A comparative study on approaches to finite satisfiability verification			Bastos, P.; Ramos, P.	Proceedings of the IADIS International Conference Information Systems 2013, IS 2013					Excluded	Excluded	new_screen			2						
110	ModelGuidance	Switching control and modeling of mobile robots formation			Bravo, F.; Patino, D.; Melo, K.; Parra, C.	2011 IEEE 9th Latin American Robotics Symposium and IEEE Colombian Conference on Automatic Control, LARC 2011 - Conference Proceedings					Excluded	Excluded	new_screen			2						
111	ModelGuidance	Inferring sparse genetic regulatory networks based on maximum-entropy probability model and multi-objective memetic algorithm			Yin, F.; Zhou, J.; Xie, W.; Zhu, Z.	Memetic Computing					Excluded	Excluded	new_screen			2						
112	ModelGuidance	Software process modeling and enactment: An experience report related to problem tracking in an industrial project			Gruhn, Volker; Urbainczyk, Juri	Proceedings - International Conference on Software Engineering					Excluded	Excluded	new_screen			2						
113	ModelGuidance	Development of an intelligent control system for a municipal water distribution network			C. Chan; W. Kritpiphat; P. Tontiwachwuthikul	Engineering Solutions for the Next Millennium. 1999 IEEE Canadian Conference on Electrical and Computer Engineering (Cat. No.99TH8411)					Excluded	Excluded	new_screen			2						
114	ModelGuidance	Collaborative modelling and co-simulation with DESTECS: A pilot study			Pierce, K.; Gamble, C.; Ni, Y.; Broenink, J.F.	Proceedings of the Workshop on Enabling Technologies: Infrastructure for Collaborative Enterprises, WETICE					Excluded	Excluded	new_screen			2						
115	ModelGuidance	Spatial–Temporal Discriminative Restricted Boltzmann Machine for Event-Related Potential Detection and Analysis			J. Li; Z. L. Yu; Z. Gu; M. Tan; Y. Wang; Y. Li	IEEE Transactions on Neural Systems and Rehabilitation Engineering					Excluded	Excluded	new_screen			2						
116	ModelGuidance	What's inside the box? Prospects and limitations of semantic verification in process modeling			Fellmann, M.; Hogrebe, F.; Thomas, O.; Nüttgens, M.	EMISA 2010 -Beitrage des Workshops der GI-Fachgruppe Entwicklungsmethoden fur Informationssysteme und Deren Anwendung					Excluded	Excluded	new_screen			2						
