Title	Link
Experience from model and software reuse in aircraft simulator product line engineering	https://www.webofscience.com/wos/woscc/full-record/WOS:000315369200008
A model for tracing variability from features to product-line architectures: A case study in smart grids	https://www.webofscience.com/wos/woscc/full-record/WOS:000359813200007
An aspectual feature module based service injection design pattern for unstructured peer-to-peer computing systems	https://www.scopus.com/record/display.uri?eid=2-s2.0-84865180032&origin=resultslist&sort=r-f&src=s&sid=3534c022613bfdc0a9475d80c18c4d4a&sot=b&sdt=b&s=TITLE%28an+aspectual+feature+module+based+service+injection+design+pattern+for+unstructured+peer+to+peer+computing+systems%29&sl=121&sessionSearchId=3534c022613bfdc0a9475d80c18c4d4a&relpos=0
An Assessment of Design Patterns' Influence on a Java-based E-Commerce Application	https://www.scopus.com/record/display.uri?eid=2-s2.0-77951056992&origin=resultslist&sort=r-f&src=s&sid=e70365f64b1148058e1c69b3f6af2065&sot=b&sdt=b&s=TITLE%28an+assessment+of+design+patterns+influence+on+a+java+based+e+commerce+application%29&sl=88&sessionSearchId=e70365f64b1148058e1c69b3f6af2065&relpos=0
A Model of Refactoring Physically and Virtually Separated Features	https://dl.acm.org/doi/10.1145/1621607.1621632
Case-based reasoning and system design: An integrated approach based on ontology and preference modeling	https://www.webofscience.com/wos/woscc/full-record/WOS:000332882000003
An empirical study of the relationships between design pattern roles and class change proneness	https://www.scopus.com/record/display.uri?eid=2-s2.0-57849100721&origin=resultslist&sort=r-f&src=s&sid=8e974ea441740fad099b261de5cc9fb7&sot=b&sdt=b&s=TITLE%28an+empirical+study+of+the+relationships+between+design+pattern+roles+and+class+change+proneness%29&sl=102&sessionSearchId=8e974ea441740fad099b261de5cc9fb7&relpos=0
An empirical study on code comprehension: data context interaction compared to classical object oriented	https://www.scopus.com/record/display.uri?eid=2-s2.0-85025120299&origin=resultslist&sort=r-f&src=s&sid=5ebe9a02c42f1ebf62d7667a253a9acb&sot=b&sdt=b&s=TITLE%28an+empirical+study+on+code+comprehension+data+context+interaction+compared+to+classical+object+oriented%29&sl=110&sessionSearchId=5ebe9a02c42f1ebf62d7667a253a9acb&relpos=0
An empirical study on program comprehension with reactive programming	https://www.scopus.com/record/display.uri?eid=2-s2.0-85016241413&origin=resultslist&sort=r-f&src=s&sid=85ded1992d7bb5a04030b79da9a75e75&sot=b&sdt=b&s=TITLE%28an+empirical+study+on+program+comprehension+with+reactive+programming%29&sl=76&sessionSearchId=85ded1992d7bb5a04030b79da9a75e75&relpos=0
Modeling Languages for Real-Time and Embedded Systems	https://ieeexplore.ieee.org/search/searchresult.jsp?action=search&newsearch=true&matchBoolean=true&queryText=(%22Document%20Title%22:modeling%20languages%20for%20real%20time%20and%20embedded%20systems)
A lateral thinking framework for semantic modelling of emergencies in smart cities	https://link.springer.com/chapter/10.1007/978-3-319-10085-2_31
An evaluation of aspect-oriented programming for Java-based real-time systems development	https://www.scopus.com/record/display.uri?eid=2-s2.0-4544342594&origin=resultslist&sort=r-f&src=s&sid=f63ab3688db1a8c6b644fee46ea32661&sot=b&sdt=b&s=TITLE%28an+evaluation+of+aspect+oriented+programming+for+java+based+real+time+systems+development%29&sl=96&sessionSearchId=f63ab3688db1a8c6b644fee46ea32661&relpos=0
A multi-level approach to modeling language extension in the Enterprise Systems Domain	https://www.webofscience.com/wos/woscc/full-record/WOS:000362046700018
An evaluation of interaction paradigms for active objects	https://www.scopus.com/record/display.uri?eid=2-s2.0-85064717778&origin=resultslist&sort=r-f&src=s&sid=fab74d06fd848152b8845c0d811fea63&sot=b&sdt=b&s=TITLE%28an+evaluation+of+interaction+paradigms+for+active+objects%29&sl=64&sessionSearchId=fab74d06fd848152b8845c0d811fea63&relpos=0
An evolution model for software modularity assessment	https://www.scopus.com/record/display.uri?eid=2-s2.0-47749122270&origin=resultslist&sort=r-f&src=s&sid=0233283dc0b3f4ad68cbc36b9d4c73e8&sot=b&sdt=b&s=TITLE%28an+evolution+model+for+software+modularity+assessment%29&sl=60&sessionSearchId=0233283dc0b3f4ad68cbc36b9d4c73e8&relpos=0
An expandable network management framework for VOD	https://www.scopus.com/record/display.uri?eid=2-s2.0-34047216826&origin=resultslist&sort=r-f&src=s&sid=0bc630e4c7b64c8fd6d05414d9bc87e0&sot=b&sdt=b&s=TITLE%28an+expandable+network+management+framework+for+vod%29&sl=57&sessionSearchId=0bc630e4c7b64c8fd6d05414d9bc87e0&relpos=0
A multi-objective and evolutionary hyper-heuristic applied to the Integration and Test Order Problem	https://www.webofscience.com/wos/woscc/full-record/WOS:000402364000024
An experiment on a new programming paradigm	https://www.scopus.com/record/display.uri?eid=2-s2.0-33749079814&origin=resultslist&sort=r-f&src=s&sid=56d605598e25ae12c11ed8c0ea58f6e4&sot=b&sdt=b&s=TITLE%28an+experiment+on+a+new+programming+paradigm%29&sl=50&sessionSearchId=56d605598e25ae12c11ed8c0ea58f6e4&relpos=0
Foundations of new software engineering method for real-time systems	https://www.scopus.com/record/display.uri?eid=2-s2.0-52949118875&origin=resultslist&sort=r-f&src=s&sid=a914413fa2ee91f5aea652e93a816440&sot=b&sdt=b&s=TITLE%28foundations+of+new+software+engineering+method+for+real+time+systems%29&sl=75&sessionSearchId=a914413fa2ee91f5aea652e93a816440&relpos=0
A look into business process modeling guidelines through the lens of the technology acceptance model	https://www.webofscience.com/wos/woscc/full-record/WOS:000376576500006
An extensible state machine pattern for interactive applications	https://www.scopus.com/record/display.uri?eid=2-s2.0-49049118700&origin=resultslist&sort=r-f&src=s&sid=1f717609780bb4efb203deba127469d5&sot=b&sdt=b&s=TITLE%28an+extensible+state+machine+pattern+for+interactive+applications%29&sl=71&sessionSearchId=1f717609780bb4efb203deba127469d5&relpos=0
An extension of the interpreter pattern to define domain-parametric rewriting systems	https://www.scopus.com/record/display.uri?eid=2-s2.0-84904576194&origin=resultslist&sort=r-f&src=s&sid=b48b98eb3282157c09180a5751b7f63f&sot=b&sdt=b&s=TITLE%28an+extension+of+the+interpreter+pattern+to+define+domain+parametric+rewriting+systems%29&sl=92&sessionSearchId=b48b98eb3282157c09180a5751b7f63f&relpos=0
A multiple case study on the inter-group interaction speed in large, embedded software companies employing agile	https://www.webofscience.com/wos/woscc/full-record/WOS:000368696600001
An incremental project plan: introducing cleanroom method and object-oriented development method	https://www.scopus.com/record/display.uri?eid=2-s2.0-0031597193&origin=resultslist&sort=r-f&src=s&sid=ec5217c86ada6340a09ee3a2d8909c2f&sot=b&sdt=b&s=TITLE%28an+incremental+project+plan+introducing+cleanroom+method+and+object+oriented+development+method%29&sl=102&sessionSearchId=ec5217c86ada6340a09ee3a2d8909c2f&relpos=0
An intelligent tutoring system for the Dijkstra-Gries methodology	https://www.scopus.com/record/display.uri?eid=2-s2.0-0347965338&origin=resultslist&sort=r-f&src=s&sid=f0e2819e63d40d37ad39fbae6a2bd07d&sot=b&sdt=b&s=TITLE%28an+intelligent+tutoring+system+for+the+dijkstra+gries+methodology%29&sl=72&sessionSearchId=f0e2819e63d40d37ad39fbae6a2bd07d&relpos=0
A novel use of equivalent mutants for static anomaly detection in software artifacts	https://www.webofscience.com/wos/woscc/full-record/WOS:000387634200005
An object model for general-purpose aspect languages	https://www.scopus.com/record/display.uri?eid=2-s2.0-23044530582&origin=resultslist&sort=r-f&src=s&sid=bb4c1539bb123615f79a0e4e386ecad3&sot=b&sdt=b&s=TITLE%28an+object+model+for+general+purpose+aspect+languages%29&sl=59&sessionSearchId=bb4c1539bb123615f79a0e4e386ecad3&relpos=0
Review from Tools' Perspective	https://ieeexplore.ieee.org/search/searchresult.jsp?action=search&newsearch=true&matchBoolean=true&queryText=(%22Document%20Title%22:review%20from%20tools%20perspective)
An object-based information retrieval model: toward the structural construction of thesauri	https://www.scopus.com/record/display.uri?eid=2-s2.0-0031651028&origin=resultslist&sort=r-f&src=s&sid=08005b96517f9defcd3f881259de63b8&sot=b&sdt=b&s=TITLE%28an+object+based+information+retrieval+model+toward+the+structural+construction+of+thesauri%29&sl=97&sessionSearchId=08005b96517f9defcd3f881259de63b8&relpos=0
A pattern language for designing e-business architecture	https://www.webofscience.com/wos/woscc/full-record/WOS:000258800900002
An object-oriented and generic compiler generator	https://www.scopus.com/record/display.uri?eid=2-s2.0-38449100025&origin=resultslist&sort=r-f&src=s&sid=6f46296f33e40979f64483c6ca725067&sot=b&sdt=b&s=TITLE%28an+object+oriented+and+generic+compiler+generator%29&sl=56&sessionSearchId=6f46296f33e40979f64483c6ca725067&relpos=0
An object-oriented client/server architecture for video-on-demand applications	https://www.scopus.com/record/display.uri?eid=2-s2.0-84949237482&origin=resultslist&sort=r-f&src=s&sid=19698d84d6df7f15bb3875e6985895d0&sot=b&sdt=b&s=TITLE%28an+object+oriented+client+server+architecture+for+video+on+demand+applications%29&sl=85&sessionSearchId=19698d84d6df7f15bb3875e6985895d0&relpos=0
A pattern-driven mutation operator for search-based product line architecture design	https://www.webofscience.com/wos/woscc/full-record/WOS:000345519200006
An open and extensible framework for spatially explicit land use change modelling: The lulcc R package	https://www.scopus.com/record/display.uri?eid=2-s2.0-84944069299&origin=resultslist&sort=r-f&src=s&sid=3d1373cd6853a3483da95f15876db5e7&sot=b&sdt=b&s=TITLE%28an+open+and+extensible+framework+for+spatially+explicit+land+use+change+modelling+the+lulcc+r+package%29&sl=108&sessionSearchId=3d1373cd6853a3483da95f15876db5e7&relpos=0
Analysis of design patterns for composite telco services	https://www.scopus.com/record/display.uri?eid=2-s2.0-78650553640&origin=resultslist&sort=r-f&src=s&sid=b3c669c2d242c98ef4f296daab46f424&sot=b&sdt=b&s=TITLE%28analysis+of+design+patterns+for+composite+telco+services%29&sl=63&sessionSearchId=b3c669c2d242c98ef4f296daab46f424&relpos=0
A PLA-based privacy-enhancing user modeling framework and its evaluation	https://www.webofscience.com/wos/woscc/full-record/WOS:000313417100002
Application of design pattern in HTML parser	https://www.scopus.com/record/display.uri?eid=2-s2.0-13944267844&origin=resultslist&sort=r-f&src=s&sid=9667d48d49e4c65d74d902daaf59c130&sot=b&sdt=b&s=TITLE%28application+of+design+pattern+in+html+parser%29&sl=51&sessionSearchId=9667d48d49e4c65d74d902daaf59c130&relpos=0
A preliminary assessment of variability implementation mechanisms in service-oriented computing	https://www.webofscience.com/wos/woscc/full-record/WOS:000418293700003
Application of modern garden project appraisal and supervision platform	https://www.scopus.com/record/display.uri?eid=2-s2.0-84896824574&origin=resultslist&sort=r-f&src=s&sid=c5199cc14b9f55c96552903267f843d8&sot=b&sdt=b&s=TITLE%28application+of+modern+garden+project+appraisal+and+supervision+platform%29&sl=78&sessionSearchId=c5199cc14b9f55c96552903267f843d8&relpos=0
Application research for observer pattern In .NET framework	https://www.scopus.com/record/display.uri?eid=2-s2.0-84870043660&origin=resultslist&sort=r-f&src=s&sid=4db740c43a0ef64827979692bbef267f&sot=b&sdt=b&s=TITLE%28application+research+for+observer+pattern+in+net+framework%29&sl=65&sessionSearchId=4db740c43a0ef64827979692bbef267f&relpos=0
A product-line architecture for web service-based visual composition of web applications	https://www.webofscience.com/wos/woscc/full-record/WOS:000256391400003
Application research of using design pattern to improve layered architecture	https://www.scopus.com/record/display.uri?eid=2-s2.0-70449377146&origin=resultslist&sort=r-f&src=s&sid=80f5fe42a5eb2a85aaa460f6dfaa02dd&sot=b&sdt=b&s=TITLE%28application+research+of+using+design+pattern+to+improve+layered+architecture%29&sl=83&sessionSearchId=80f5fe42a5eb2a85aaa460f6dfaa02dd&relpos=0
Applications of the generic programming paradigm in the design of CGAL	https://www.scopus.com/record/display.uri?eid=2-s2.0-84949185039&origin=resultslist&sort=r-f&src=s&sid=4d5feb8944bf49d17de783a4ecae7cb4&sot=b&sdt=b&s=TITLE%28applications+of+the+generic+programming+paradigm+in+the+design+of+cgal%29&sl=77&sessionSearchId=4d5feb8944bf49d17de783a4ecae7cb4&relpos=0
Applying a crystal ball to design pattern adoption	https://www.scopus.com/record/display.uri?eid=2-s2.0-0033719735&origin=resultslist&sort=r-f&src=s&sid=58b1436b3b8fd71dd38c81366be6b091&sot=b&sdt=b&s=TITLE%28applying+a+crystal+ball+to+design+pattern+adoption%29&sl=57&sessionSearchId=58b1436b3b8fd71dd38c81366be6b091&relpos=0
A product-line model-driven engineering approach for generating feature-based mobile applications	https://www.webofscience.com/wos/woscc/full-record/WOS:000389100100001
Applying aspect-oriented programming to security	https://www.scopus.com/record/display.uri?eid=2-s2.0-0346609657&origin=resultslist&sort=r-f&src=s&sid=b62ab82cdd1eeb7b68a564f4a5922836&sot=b&sdt=b&s=TITLE%28applying+aspect+oriented+programming+to+security%29&sl=55&sessionSearchId=b62ab82cdd1eeb7b68a564f4a5922836&relpos=0
Applying pattern oriented software engineering to Web service development	https://www.scopus.com/record/display.uri?eid=2-s2.0-62949169988&origin=resultslist&sort=r-f&src=s&sid=5740fc77c2db99c00e5624e445d2a928&sot=b&sdt=b&s=TITLE%28applying+pattern+oriented+software+engineering+to+web+service+development%29&sl=80&sessionSearchId=5740fc77c2db99c00e5624e445d2a928&relpos=0
Applying systems engineering for adding value in the built environment	https://www.scopus.com/record/display.uri?eid=2-s2.0-55549121970&origin=resultslist&sort=r-f&src=s&sid=b59ea234c62311d2957bbc93255e559f&sot=b&sdt=b&s=TITLE%28applying+systems+engineering+for+adding+value+in+the+built+environment%29&sl=77&sessionSearchId=b59ea234c62311d2957bbc93255e559f&relpos=0
A quantitative analysis of the unit verification perspective on fault distributions in complex software systems: an operational replication	https://www.webofscience.com/wos/woscc/full-record/WOS:000388954000006
Applying translucid contracts for modular reasoning about aspect and object oriented events	https://www.scopus.com/record/display.uri?eid=2-s2.0-79955127033&origin=resultslist&sort=r-f&src=s&sid=0de857feb5c5c09133dda0ad291e62a1&sot=b&sdt=b&s=TITLE%28applying+translucid+contracts+for+modular+reasoning+about+aspect+and+object+oriented+events%29&sl=98&sessionSearchId=0de857feb5c5c09133dda0ad291e62a1&relpos=0
A quantitative and qualitative assessment of aspectual feature modules for evolving software product lines	https://www.webofscience.com/wos/woscc/full-record/WOS:000345180900005
Architecting blockchain network simulators: A model-driven perspective	https://www.scopus.com/record/display.uri?eid=2-s2.0-85091519231&origin=resultslist&sort=r-f&src=s&sid=9b8d3246bbc8e0ccb80c34608374306d&sot=b&sdt=b&s=TITLE%28architecting+blockchain+network+simulators+a+model+driven+perspective%29&sl=76&sessionSearchId=9b8d3246bbc8e0ccb80c34608374306d&relpos=0
Aria language towards agent orientation paradigm	https://www.scopus.com/record/display.uri?eid=2-s2.0-55849113394&origin=resultslist&sort=r-f&src=s&sid=b71d808e28d8e122e9ff1873f5fa3348&sot=b&sdt=b&s=TITLE%28aria+language+towards+agent+orientation+paradigm%29&sl=55&sessionSearchId=b71d808e28d8e122e9ff1873f5fa3348&relpos=0
A reference architecture for organizing the internal structure of metadata-based frameworks	https://www.webofscience.com/wos/woscc/full-record/WOS:000317322400006
Aspect orientation and the new square standard for software requirements	https://www.scopus.com/record/display.uri?eid=2-s2.0-84861360872&origin=resultslist&sort=r-f&src=s&sid=c9a98154ac420891f7404e85acb9dd9b&sot=b&sdt=b&s=TITLE%28aspect+orientation+and+the+new+square+standard+for+software+requirements%29&sl=79&sessionSearchId=c9a98154ac420891f7404e85acb9dd9b&relpos=0
Modelling the world of a smart room for robotic co-working	https://link.springer.com/chapter/10.1007/978-3-319-94764-8_20
AspectC2C: a symmetric aspect extension to the C language	https://www.scopus.com/record/display.uri?eid=2-s2.0-67650815693&origin=resultslist&sort=r-f&src=s&sid=49d1a27be74cddd9eaab6d965225eff9&sot=b&sdt=b&s=TITLE%28aspectc2c+a+symmetric+aspect+extension+to+the+c+language%29&sl=63&sessionSearchId=49d1a27be74cddd9eaab6d965225eff9&relpos=0
A reuse-oriented development process for component-based robotic systems	https://link.springer.com/chapter/10.1007/978-3-642-34327-8_33
Aspect-orientation for revitalising legacy business software	https://www.scopus.com/record/display.uri?eid=2-s2.0-33845388829&origin=resultslist&sort=r-f&src=s&sid=8b806a1b8bac6b8d5f815b1a58e4bfd0&sot=b&sdt=b&s=TITLE%28aspect+orientation+for+revitalising+legacy+business+software%29&sl=67&sessionSearchId=8b806a1b8bac6b8d5f815b1a58e4bfd0&relpos=0
A Scientific Software Product Line for the Bioinformatics domain	https://www.webofscience.com/wos/woscc/full-record/WOS:000359752100022
Aspect-oriented development of cluster computing software	https://www.scopus.com/record/display.uri?eid=2-s2.0-81355123348&origin=resultslist&sort=r-f&src=s&sid=1011d1ee01729a61522956fd0c7057c2&sot=b&sdt=b&s=TITLE%28aspect+oriented+development+of+cluster+computing+software%29&sl=64&sessionSearchId=1011d1ee01729a61522956fd0c7057c2&relpos=0
A semantic framework for configurable business process as a service in the cloud	https://www.webofscience.com/wos/woscc/full-record/WOS:000367491600017
Aspect-oriented workflow languages	https://www.scopus.com/record/display.uri?eid=2-s2.0-33845432307&origin=resultslist&sort=r-f&src=s&sid=be80bcd452421ffd5d7374698a4e19b9&sot=b&sdt=b&s=TITLE%28aspect+oriented+workflow+languages%29&sl=41&sessionSearchId=be80bcd452421ffd5d7374698a4e19b9&relpos=0
Assessment of the image misregistration effects on object-based change detection	https://www.scopus.com/record/display.uri?eid=2-s2.0-84888068400&origin=resultslist&sort=r-f&src=s&sid=eae7617463f9b9ee98bc8be4085717a1&sot=b&sdt=b&s=TITLE%28assessment+of+the+image+misregistration+effects+on+object+based+change+detection%29&sl=87&sessionSearchId=eae7617463f9b9ee98bc8be4085717a1&relpos=0
A semantic recommendation algorithm for the PaaSport platform-as-a-service marketplace	https://www.webofscience.com/wos/woscc/full-record/WOS:000386861600018
Assisting the development of aspect-based multi-agent systems using the Smartweaver approach	https://www.scopus.com/record/display.uri?eid=2-s2.0-35248817422&origin=resultslist&sort=r-f&src=s&sid=561c99481010a48ec2a3cac811f4457b&sot=b&sdt=b&s=TITLE%28assisting+the+development+of+aspect+based+multi+agent+systems+using+the+smartweaver+approach%29&sl=99&sessionSearchId=561c99481010a48ec2a3cac811f4457b&relpos=0
A service-oriented framework for developing cross cloud migratable software	https://www.webofscience.com/wos/woscc/full-record/WOS:000323870300007
Auditory display design-An investigation of a design pattern approach	https://www.scopus.com/record/display.uri?eid=2-s2.0-70349625784&origin=resultslist&sort=r-f&src=s&sid=73ad05811ab27dbf3bacf8f50bf40152&sot=b&sdt=b&s=TITLE%28auditory+display+design+an+investigation+of+a+design+pattern+approach%29&sl=76&sessionSearchId=73ad05811ab27dbf3bacf8f50bf40152&relpos=0
Automatic detection of coupling type in the UML sequence diagram	https://www.scopus.com/record/display.uri?eid=2-s2.0-85040578652&origin=resultslist&sort=r-f&src=s&sid=2149ed412d2849c501729a58f6c53582&sot=b&sdt=b&s=TITLE%28automatic+detection+of+coupling+type+in+the+uml+sequence+diagram%29&sl=71&sessionSearchId=2149ed412d2849c501729a58f6c53582&relpos=0
AN INTEGRATED GUI-BUSINESS COMPONENT MODELING METHOD FOR THE MDD- AND MVC-BASED HIERARCHICAL DESIGNS	https://www.webofscience.com/wos/woscc/full-record/WOS:000293094300008
A Comparison of the Model-Based \& Algebraic Styles of Specification as a Basis for Test Specification	https://dl.acm.org/doi/10.1145/235969.235988
Automatic software generation in the OORHS distributed computing framework	https://www.scopus.com/record/display.uri?eid=2-s2.0-0029703458&origin=resultslist&sort=r-f&src=s&sid=ee0a4521d17b3cae1080686d2c905936&sot=b&sdt=b&s=TITLE%28automatic+software+generation+in+the+oorhs+distributed+computing+framework%29&sl=81&sessionSearchId=ee0a4521d17b3cae1080686d2c905936&relpos=0
A stratified framework for handling conditional preferences: An extension of the analytic hierarchy process	https://www.webofscience.com/wos/woscc/full-record/WOS:000313929600013
BabyJ: From object based to class based programming via types	https://www.scopus.com/record/display.uri?eid=2-s2.0-18944378251&origin=resultslist&sort=r-f&src=s&sid=0946a069e7bfff288fb3d9b2858d5c9d&sot=b&sdt=b&s=TITLE%28babyj+from+object+based+to+class+based+programming+via+types%29&sl=67&sessionSearchId=0946a069e7bfff288fb3d9b2858d5c9d&relpos=0
Bad-smell metrics for aspect-oriented software	https://www.scopus.com/record/display.uri?eid=2-s2.0-46749153891&origin=resultslist&sort=r-f&src=s&sid=c689a29f31ef19243cc68285c88da1bb&sot=b&sdt=b&s=TITLE%28bad+smell+metrics+for+aspect+oriented+software%29&sl=53&sessionSearchId=c689a29f31ef19243cc68285c88da1bb&relpos=0
BEAP: an end-user agile programming paradigm for business applications	https://www.scopus.com/record/display.uri?eid=2-s2.0-33750078121&origin=resultslist&sort=r-f&src=s&sid=f9958ddb4aace4a2ecdf69e8f1a9ae6b&sot=b&sdt=b&s=TITLE%28beap+an+end+user+agile+programming+paradigm+for+business+applications%29&sl=76&sessionSearchId=f9958ddb4aace4a2ecdf69e8f1a9ae6b&relpos=0
Beating the city: three inspirational design patterns to promote social play through aligning rhythms	https://www.scopus.com/record/display.uri?eid=2-s2.0-85043236517&origin=resultslist&sort=r-f&src=s&sid=73272989925dc58816ee7824ef2a50e0&sot=b&sdt=b&s=TITLE%28beating+the+city+three+inspirational+design+patterns+to+promote+social+play+through+aligning+rhythms%29&sl=107&sessionSearchId=73272989925dc58816ee7824ef2a50e0&relpos=0
Test Case Creation from UML Sequence Diagram: A Soft Computing Approach	https://link.springer.com/chapter/10.1007/978-81-322-2012-1_13
A Study of Variability Models and Languages in the Systems Software Domain	https://ieeexplore.ieee.org/document/6572787
Bilateral Haptic Collaboration for Human-Robot Cooperative Tasks	https://www.scopus.com/record/display.uri?eid=2-s2.0-85083036878&origin=resultslist&sort=r-f&src=s&sid=c2040b85f27f60c804b7d3cca1ad3758&sot=b&sdt=b&s=TITLE%28bilateral+haptic+collaboration+for+human+robot+cooperative+tasks%29&sl=71&sessionSearchId=c2040b85f27f60c804b7d3cca1ad3758&relpos=0
Educational Software Engineering	https://ieeexplore.ieee.org/search/searchresult.jsp?action=search&newsearch=true&matchBoolean=true&queryText=(%22Document%20Title%22:educational%20software%20engineering)
A MDA based approach for multi-platform mobile application development	https://www.webofscience.com/wos/woscc/full-record/WOS:000291330300016
A Survey of Customization Support in Agent-based Business Process Simulation Tools	https://dl.acm.org/doi/10.1145/1842713.1842717
Blended analysis for performance understanding of framework-based applications	https://www.scopus.com/record/display.uri?eid=2-s2.0-34548247645&origin=resultslist&sort=r-f&src=s&sid=88bf65917bb77f5006ca330ee2add44d&sot=b&sdt=b&s=TITLE%28blended+analysis+for+performance+understanding+of+framework+based+applications%29&sl=85&sessionSearchId=88bf65917bb77f5006ca330ee2add44d&relpos=0
Bridging patterns: An approach to bridge gaps between SE and HCI	https://www.scopus.com/record/display.uri?eid=2-s2.0-28844501942&origin=resultslist&sort=r-f&src=s&sid=5293f11a9f0e456f6316db51d3f29f89&sot=b&sdt=b&s=TITLE%28bridging+patterns+an+approach+to+bridge+gaps+between+se+and+hci%29&sl=70&sessionSearchId=5293f11a9f0e456f6316db51d3f29f89&relpos=0
Bringing foresight into systems thinking - A three horizons approach	https://www.scopus.com/record/display.uri?eid=2-s2.0-84938630385&origin=resultslist&sort=r-f&src=s&sid=2c6fd0ffe4213361707b801ba85659c2&sot=b&sdt=b&s=TITLE%28bringing+foresight+into+systems+thinking+a+three+horizons+approach%29&sl=73&sessionSearchId=2c6fd0ffe4213361707b801ba85659c2&relpos=0
A Survey of Open Source Multiphysics Frameworks in Engineering	https://www.webofscience.com/wos/woscc/full-record/WOS:000373939100111
Model-Based Software Reuse	https://ieeexplore.ieee.org/search/searchresult.jsp?action=search&newsearch=true&matchBoolean=true&queryText=(%22Document%20Title%22:model%20based%20software%20reuse)
Business process design method based on business event model for enterprise information system integration	https://www.scopus.com/record/display.uri?eid=2-s2.0-70350187255&origin=resultslist&sort=r-f&src=s&sid=0fc022e6d71c1345ee9b3cee3c10e330&sot=b&sdt=b&s=TITLE%28business+process+design+method+based+on+business+event+model+for+enterprise+information+system+integration%29&sl=113&sessionSearchId=0fc022e6d71c1345ee9b3cee3c10e330&relpos=0
Business-object oriented requirements analysis for large scale information system	https://www.scopus.com/record/display.uri?eid=2-s2.0-84871981356&origin=resultslist&sort=r-f&src=s&sid=7a489bfa6a2de27b916a1e749597361b&sot=b&sdt=b&s=TITLE%28business+object+oriented+requirements+analysis+for+large+scale+information+system%29&sl=88&sessionSearchId=7a489bfa6a2de27b916a1e749597361b&relpos=0
A survey on engineering approaches for self-adaptive systems	https://www.webofscience.com/wos/woscc/full-record/WOS:000350826800004
Business-object oriented requirements engineering framework	https://www.scopus.com/record/display.uri?eid=2-s2.0-84872305951&origin=resultslist&sort=r-f&src=s&sid=e9d92dbfbff75c609f96087770deb9b9&sot=b&sdt=b&s=TITLE%28business+object+oriented+requirements+engineering+framework%29&sl=66&sessionSearchId=e9d92dbfbff75c609f96087770deb9b9&relpos=0
C++ advisor: improving a design with patterns	https://www.scopus.com/record/display.uri?eid=2-s2.0-7644240480&origin=resultslist&sort=r-f&src=s&sid=aa7621dc9b3898acdf1d0f0929bc3e35&sot=b&sdt=b&s=TITLE%28c+advisor+improving+a+design+with+patterns%29&sl=49&sessionSearchId=aa7621dc9b3898acdf1d0f0929bc3e35&relpos=0
CAA-DRIP: a framework for implementing coordinated atomic actions	https://www.scopus.com/record/display.uri?eid=2-s2.0-34547670473&origin=resultslist&sort=r-f&src=s&sid=f37986a5b6e607e50649f540e60b3c8c&sot=b&sdt=b&s=TITLE%28caa+drip+a+framework+for+implementing+coordinated+atomic+actions%29&sl=71&sessionSearchId=f37986a5b6e607e50649f540e60b3c8c&relpos=0
Cachet: A decentralized architecture for privacy preserving social networking with caching	https://www.scopus.com/record/display.uri?eid=2-s2.0-84872002349&origin=resultslist&sort=r-f&src=s&sid=dcb13c495fed717aaaa8d5da90c2f22e&sot=b&sdt=b&s=TITLE%28cachet+a+decentralized+architecture+for+privacy+preserving+social+networking+with+caching%29&sl=96&sessionSearchId=dcb13c495fed717aaaa8d5da90c2f22e&relpos=0
Case-based reasoning within tabular systems. Extended structural data representation for helpdesk application	https://www.scopus.com/record/display.uri?eid=2-s2.0-0035701307&origin=resultslist&sort=r-f&src=s&sid=06b8c20311c2e14f6a0099d0317fd19b&sot=b&sdt=b&s=TITLE%28case+based+reasoning+within+tabular+systems+extended+structural+data+representation+for+helpdesk+application%29&sl=115&sessionSearchId=06b8c20311c2e14f6a0099d0317fd19b&relpos=0
Smart business objects for web applications: A new approach to model business objects	https://www.webofscience.com/wos/woscc/full-record/WOS:000259168200025
Cell GC: Using the cell synergistic processor as a garbage collection coprocessor	https://www.scopus.com/record/display.uri?eid=2-s2.0-77952324044&origin=resultslist&sort=r-f&src=s&sid=5fa167dee972d3d363c6689425028820&sot=b&sdt=b&s=TITLE%28cell+gc+using+the+cell+synergistic+processor+as+a+garbage+collection+coprocessor%29&sl=87&sessionSearchId=5fa167dee972d3d363c6689425028820&relpos=0
CEOS - a cost estimation method for evolutionary, object-oriented software development	https://www.scopus.com/record/display.uri?eid=2-s2.0-84957028028&origin=resultslist&sort=r-f&src=s&sid=145bc7c29b63d14e991b5b603aae704c&sot=b&sdt=b&s=TITLE%28ceos+a+cost+estimation+method+for+evolutionary+object+oriented+software+development%29&sl=90&sessionSearchId=145bc7c29b63d14e991b5b603aae704c&relpos=0
Chameleon: A new operating system concept for supporting multimedia	https://www.scopus.com/record/display.uri?eid=2-s2.0-1542642863&origin=resultslist&sort=r-f&src=s&sid=3fb409875eb607f8fa11124b07fe8b41&sot=b&sdt=b&s=TITLE%28chameleon+a+new+operating+system+concept+for+supporting+multimedia%29&sl=73&sessionSearchId=3fb409875eb607f8fa11124b07fe8b41&relpos=0
A text-based approach to feature modelling: Syntax and semantics of \TVL\	https://www.webofscience.com/wos/woscc/full-record/WOS:000292806900005
