	key	project	title	abstract	keywords	authors	venue	doi	references	pages	bibtex	screened_decision	final_decision	mode	inclusion_criteria	exclusion_criteria	reviewer_count	source	year	meta_title	link	publisher	metadata_missing
67		SecSelfAdapt	A New Obstacle Avoidance Technique Based on the Directional Bat Algorithm for Path Planning and Navigation of Autonomous Overhead Traveling Cranes			Asma Chakri, Amar Skendraoui, Rabia Khelif, Haroun Ragueb		https://doi.org/10.1007/978-981-15-1842-3_8									2	Springer Link	2020				
68		SecSelfAdapt	A Comprehensive Survey on Portfolio Optimization, Stock Price and Trend Prediction Using Particle Swarm Optimization			Ankit Thakkar, Kinjal Chaudhari		https://doi.org/10.1007/s11831-020-09448-8									2	Springer Link	2020				
69		SecSelfAdapt	Machine learning models and techniques for VANET based traffic management: Implementation issues and challenges			Sahil Khatri, Hrishikesh Vachhani, Shalin Shah, Jitendra Bhatia, Manish Chaturvedi, Sudeep Tanwar, Neeraj Kumar		https://doi.org/10.1007/s12083-020-00993-4									2	Springer Link	2020				
70		SecSelfAdapt	Immersive Interconnected Virtual and Augmented Reality: A 5G and IoT Perspective			Maria Torres Vega, Christos Liaskos, Sergi Abadal, Evangelos Papapetrou, Akshay Jain, Belkacem Mouhouche, Gökhan Kalem, Salih Ergüt, Marian Mach, Tomas Sabol, Albert Cabellos-Aparicio, Christoph Grimm, Filip De Turck, Jeroen Famaey		https://doi.org/10.1007/s10922-020-09545-w									2	Springer Link	2020				
71		SecSelfAdapt	Formal approach to model complex adaptive computing systems			Abdessamad Jarrar, Abderrahim Ait Wakrime, Youssef Balouki		https://doi.org/10.1186/s40294-020-0069-7									2	Springer Link	2020				
72		SecSelfAdapt	Trends, Issues, and Challenges in the Domain of IoT-Based Vehicular Cloud Network			Arslan Musaddiq, Rashid Ali, Rojeena Bajracharya, Yazdan Ahmad Qadri, Fadi Al-Turjman, Sung Won Kim		https://doi.org/10.1007/978-3-030-38712-9_4									2	Springer Link	2020				
73		SecSelfAdapt	Role of CPS in Smart Cities			Jianping Wu, Dongping Fang		https://doi.org/10.1007/978-3-030-41560-0_14									2	Springer Link	2020				
74		SecSelfAdapt	Performance issues and solutions in SDN-based data center: a survey			Alireza Shirmarz, Ali Ghaffari		https://doi.org/10.1007/s11227-020-03180-7									2	Springer Link	2020				
75		SecSelfAdapt	Quantifying Assurance in Learning-Enabled Systems			Erfan Asaadi, Ewen Denney, Ganesh Pai		https://doi.org/10.1007/978-3-030-54549-9_18									2	Springer Link	2020				
76		SecSelfAdapt	Analysis on the construction of ideological and political education system for college students based on mobile artificial intelligence terminal			Yuting Wang		https://doi.org/10.1007/s00500-020-04932-6									2	Springer Link	2020				
77		SecSelfAdapt	Formal Specification of Robotic Architectures for Experimental Robotics			Arunkumar Ramaswamy, Bruno Monsuez, Adriana Tapus		https://doi.org/10.1007/978-3-030-14126-4_2									2	Springer Link	2020				
78		SecSelfAdapt	The Judicial Examination System			Yong’an Ren, Xianyang Lu		https://doi.org/10.1007/978-981-15-4182-7_6									2	Springer Link	2020				
79		SecSelfAdapt	Learning Based Anomaly Detection in Critical Cyber-Physical Systems			Farnaz Seyyed Mozaffari, Hadis Karimipour, Reza M. Parizi		https://doi.org/10.1007/978-3-030-45541-5_6									2	Springer Link	2020				
80		SecSelfAdapt	Direction and Path of China's Energy Transformation			Tong Zhu, Lei Wang		https://doi.org/10.1007/978-981-32-9499-8_8									2	Springer Link	2020				
81		SecSelfAdapt	Resource Management Approaches in Fog Computing: a Comprehensive Review			Mostafa Ghobaei-Arani, Alireza Souri, Ali A. Rahmanian		https://doi.org/10.1007/s10723-019-09491-1									2	Springer Link	2020				
82		SecSelfAdapt	Service selection mechanisms in the Internet of Things (IoT): a systematic and comprehensive study			Yunyan Li, Yuansheng Huang, Meimei Zhang, Lila Rajabion		https://doi.org/10.1007/s10586-019-02984-4									2	Springer Link	2020				
83		SecSelfAdapt	Concept and engineering development of cyber physical production systems: a systematic literature review			Xuan Wu, Virginie Goepp, Ali Siadat		https://doi.org/10.1007/s00170-020-06110-2									2	Springer Link	2020				
84		SecSelfAdapt	An extensive review of computational intelligence-based optimization algorithms: trends and applications			Lavika Goel		https://doi.org/10.1007/s00500-020-04958-w									2	Springer Link	2020				
85		SecSelfAdapt	On Dependable Cyber-Physical Spaces of Critical Infrastructures			Timo Kehrer, Christos Tsigkanos, Carlo Ghezzi		https://doi.org/10.1007/978-3-030-41826-7_10									2	Springer Link	2020				
86		SecSelfAdapt	Software architecture of the internet of things (IoT) for smart city, healthcare and agriculture: analysis and improvement directions			Nebojsa Gavrilovic, Alok Mishra		https://doi.org/10.1007/s12652-020-02197-3									2	Springer Link	2020				
87		SecSelfAdapt	Adopting Big Data Analysis in the Agricultural Sector: Financial and Societal Impacts			Rasha Kashef		https://doi.org/10.1007/978-981-15-0663-5_7									2	Springer Link	2020				
88		SecSelfAdapt	Cyber risk at the edge: current and future trends on cyber risk analytics and artificial intelligence in the industrial internet of things and industry 4.0 supply chains			Petar Radanliev, David De Roure, Kevin Page, Jason R. C. Nurse, Rafael Mantilla Montalvo, Omar Santos, La’Treall., Maddox Pete Burnap		https://doi.org/10.1186/s42400-020-00052-8									2	Springer Link	2020				
89		SecSelfAdapt	Multimodal Measurement Systems for Health and Behavior Analysis in Living Environment			Piotr Augustyniak		https://doi.org/10.1007/978-3-030-29885-2_18									2	Springer Link	2020				
90		SecSelfAdapt	Software Abstractions and Human-Cyber-Physical Systems Architecture Modelling			Zhiming Liu, Jonathan P. Bowen, Bo Liu, Shmuel Tyszberowicz, Tingting Zhang		https://doi.org/10.1007/978-3-030-55089-9_5									2	Springer Link	2020				
91		SecSelfAdapt	Trusted forensics scheme based on digital watermark algorithm in intelligent VANET			Zhaofeng Ma, Ming Jiang, Weihua Huang		https://doi.org/10.1007/s00521-019-04246-1									2	Springer Link	2020				
92		SecSelfAdapt	Industry 4.0: New Paradigms of Value Creation for the Steel Sector			Laura Tolettini, Claudia Lehmann		https://doi.org/10.1007/978-3-030-43589-9_8									2	Springer Link	2020				
93		SecSelfAdapt	Multi-objective optimal power flow solutions using a constraint handling technique of evolutionary algorithms			Partha P. Biswas, P. N. Suganthan, R. Mallipeddi, Gehan A. J. Amaratunga		https://doi.org/10.1007/s00500-019-04077-1									2	Springer Link	2020				
94		SecSelfAdapt	Path Planning for a Multi-robot System with Decentralized Control Architecture			Fethi Metoui, Boumedyen Boussaid, Mohamed Naceur Abdelkrim		https://doi.org/10.1007/978-981-15-1819-5_12									2	Springer Link	2020				
95		SecSelfAdapt	Social Internet of Things in Agriculture: An Overview and Future Scope			Chandan Kumar Panda, Roheet Bhatnagar		https://doi.org/10.1007/978-3-030-24513-9_18									2	Springer Link	2020				
96		SecSelfAdapt	A state of the art review of intelligent scheduling			Mohammad Hossein Fazel Zarandi, Ali Akbar Sadat Asl, Shahabeddin Sotudian, Oscar Castillo		https://doi.org/10.1007/s10462-018-9667-6									2	Springer Link	2020				
97		SecSelfAdapt	What Is Artificial Intelligence and How to Exploit It?			Ralf T. Kreutzer, Marie Sirrenberg		https://doi.org/10.1007/978-3-030-25271-7_1									2	Springer Link	2020				
98		SecSelfAdapt	A novel predicate based access control scheme for cloud environment using open stack swift storage			Chunduru Anilkumar, Sumathy Subramanian		https://doi.org/10.1007/s12083-020-00961-y									2	Springer Link	2020				
99		SecSelfAdapt	A Review on Complex System Engineering			Pierre Parrend, Pierre Collet		https://doi.org/10.1007/s11424-020-8275-0									2	Springer Link	2020				
100		SecSelfAdapt	Big Data and Machine Intelligence in Software Platforms for Smart Cities			Mubashir Ali		https://doi.org/10.1007/978-3-030-59155-7_2									2	Springer Link	2020				
101		SecSelfAdapt	Ethical Behaviour Aspects of Autonomous Intelligent Cyber-Physical Systems			Damien Trentesaux, Stamatis Karnouskos		https://doi.org/10.1007/978-3-030-27477-1_5									2	Springer Link	2020				
102		SecSelfAdapt	A semi-self-taught network intrusion detection system			Feng Zhao, Hao Zhang, Jia Peng, Xiaohong Zhuang, Sang-Gyun Na		https://doi.org/10.1007/s00521-020-04914-7									2	Springer Link	2020				
103		SecSelfAdapt	A graph neural network method for distributed anomaly detection in IoT			Aikaterini Protogerou, Stavros Papadopoulos, Anastasios Drosou, Dimitrios Tzovaras, Ioannis Refanidis		https://doi.org/10.1007/s12530-020-09347-0									2	Springer Link	2020				
104		SecSelfAdapt	Towards Intelligent Optimization of Design Strategies of Cyber-Physical Systems: Measuring Efficacy Through Evolutionary Computations			Soumya Banerjee, Valentina E. Balas, Abhishek Pandey, Samia Bouzefrane		https://doi.org/10.1007/978-3-030-34409-2_5									2	Springer Link	2020				
105		SecSelfAdapt	A Systematic Review on Software Architectures for IoT Systems and Future Direction to the Adoption of Microservices Architecture			Abdul Razzaq		https://doi.org/10.1007/s42979-020-00359-w									2	Springer Link	2020				
106		SecSelfAdapt	A bi-objective model for redundancy allocation problem in designing server farms: mathematical formulation and solution approaches			Vahid Baradaran, Amir Hossein Hosseinian		https://doi.org/10.1007/s13198-020-01020-8									2	Springer Link	2020				
107		SecSelfAdapt	Energy Management System of a Microgrid Using Particle Swarm Optimization (PSO) and Communication System			Vijay K. Sood, Mohammad Y. Ali, Faizan Khan		https://doi.org/10.1007/978-981-15-1781-5_9									2	Springer Link	2020				
108		SecSelfAdapt	Mobile Robot Path Planning Using a Flower Pollination Algorithm-Based Approach			Atul Mishra, Sankha Deb		https://doi.org/10.1007/978-981-15-1842-3_6									2	Springer Link	2020				
109		SecSelfAdapt	Intelligent Agricultural Information Remote Data Storage Method Based on Block Chain			Kun Wang		https://doi.org/10.1007/978-3-030-51100-5_23									2	Springer Link	2020				
110		SecSelfAdapt	Multi Agent System for Machine Learning Under Uncertainty in Cyber Physical Manufacturing System			Bang Xiang Yong, Alexandra Brintrup		https://doi.org/10.1007/978-3-030-27477-1_19									2	Springer Link	2020				
111		SecSelfAdapt	A comprehensive survey on symbiotic organisms search algorithms			Farhad Soleimanian Gharehchopogh, Human Shayanfar, Hojjat Gholizadeh		https://doi.org/10.1007/s10462-019-09733-4									2	Springer Link	2020				
112		SecSelfAdapt	Competencies for Industry 4.0			Marcela Hernandez-de-Menendez, Ruben Morales-Menendez, Carlos A. Escobar, Megan Mc, Govern		https://doi.org/10.1007/s12008-020-00716-2									2	Springer Link	2020				
113		SecSelfAdapt	Malicious node detection using heterogeneous cluster based secure routing protocol (HCBS) in wireless adhoc sensor networks			V. Gomathy, Neelamadhab Padhy, Debabrata Samanta, M. Sivaram, Vishal Jain, Iraj Sadegh Amiri		https://doi.org/10.1007/s12652-020-01797-3									2	Springer Link	2020				
114		SecSelfAdapt	Predicted Robustness as QoS for Deep Neural Network Models			Yue-Huan Wang, Ze-Nan Li, Jing-Wei Xu, Ping Yu, Taolue Chen, Xiao-Xing Ma		https://doi.org/10.1007/s11390-020-0482-6									2	Springer Link	2020				
115		SecSelfAdapt	Emergence in cyber-physical systems: potential and risk			Shmuel Tyszberowicz, David Faitelson		https://doi.org/10.1631/FITEE.2000279									2	Springer Link	2020				
116		SecSelfAdapt	Multi-factor authentication for shibboleth identity providers			Emerson Ribeiro de Mello, Michelle Silva Wangham, Samuel Bristot Loli, Carlos Eduardo da Silva, Gabriela Cavalcanti da Silva, Shirlei Aparecida de Chaves, Bruno Bristot Loli		https://doi.org/10.1186/s13174-020-00128-1									2	Springer Link	2020				
117		SecSelfAdapt	An approach to design and develop generic integrated architecture for autonomic software system			Pooja Dehraj, Arun Sharma		https://doi.org/10.1007/s13198-020-00984-x									2	Springer Link	2020				
118		SecSelfAdapt	Interactive WebVR visualization for online fire evacuation training			Fengting Yan, Yonghao Hu, Jinyuan Jia, Zihao Ai, Kai Tang, Zhicai Shi, Xiang Liu		https://doi.org/10.1007/s11042-020-08863-0									2	Springer Link	2020				
119		SecSelfAdapt	Educational Networking: A Glimpse at Emergent Field			Alejandro Peña-Ayala		https://doi.org/10.1007/978-3-030-29973-6_3									2	Springer Link	2020				
120		SecSelfAdapt	IoT Sensing Capabilities: Sensor Deployment and Node Discovery, Wearable Sensors, Wireless Body Area Network (WBAN), Data Acquisition			T. Poongodi, Anu Rathee, R. Indrakumari, P. Suresh		https://doi.org/10.1007/978-3-030-33596-0_5									2	Springer Link	2020				
121		SecSelfAdapt	A conceptual framework for resilience: fundamental definitions, strategies and metrics			Jesper Andersson, Vincenzo Grassi, Raffaela Mirandola, Diego Perez-Palacin		https://doi.org/10.1007/s00607-020-00874-x									2	Springer Link	2020				
122		SecSelfAdapt	An Introduction of Cognitive Electronic Warfare System			Huaji Zhou		https://doi.org/10.1007/978-981-13-6508-9_144									2	Springer Link	2020				
