key	project	title	abstract	keywords	authors	venue	doi	references	pages	bibtex	screened_decision	final_decision	mode	inclusion_criteria	exclusion_criteria	reviewer_count	source	year	meta_title	link	publisher	metadata_missing
97	DTCPS	Towards online adaptation of digital twins			Riku Pekka Nikula and Marko Paavola and Mika Ruusunen and Joni Keski-Rahkonen	Open Engineering	https://doi.org/10.1515/eng-2020-0088		776-783		Excluded	Excluded	new_screen	IC1: A least one testing technique is described		2	De Gruyter Open Ltd	2020.0		https://doi.org/10.1515/eng-2020-0088	De Gruyter Open Ltd	nan; Title; Venue; Authors; Abstract; Keywords; References; Pages; Year; Bibtex; DOI; Source; Publisher
98	DTCPS	Real-time workshop digital twin scheduling platform for discrete manufacturing			L. I.U. Zhifeng and Zhang Yueze and Zhang Caixia and Y. A.N. Jun and G. U.O. Shiyao	Journal of Physics: Conference Series	https://doi.org/10.1088/1742-6596/1884/1/012006				Included	Excluded	new_screen	IC2: The system under test must be a cyber–physical system		2	IOP Publishing Ltd	2021.0		https://doi.org/10.1088/1742-6596/1884/1/012006	IOP Publishing Ltd	nan; Title; Venue; Authors; Abstract; Keywords; References; Pages; Year; Bibtex; DOI; Source; Publisher
99	DTCPS	The Digital Twin as a Common Knowledge Base in DevOps to Support Continuous System Evolution	There is an industry wide push for faster and more feature rich systems, also in the development of Cyber-Physical Systems (CPS). Therefore, the need for applying agile development practices in the model-based design of CPS is becoming more widespread. This is no easy feat, as CPS are inherently complex, and their model-based development is less suited for agile development. Model-based development does suit the concept of digital twin, that is, design models representing a system instance in operation. In this paper we present an approach where the digital twins of system instances serve as a common-knowledge base for the entire agile development cycle of the system when performing system updates. Doing so enables interesting possibilities, such as the identification and detection of system variants, which is beneficial for the verification and validation of the system update. It also brings along challenges, as the executable physics based digital twin is generally computationally expensive. In this paper we introduce this approach by means of a small example of a swiveling pick and place robotic arm. We also elaborate on related work, and open future challenges.	DevOps; Digital twin; Cyber-physical system	Joost MertensORCID:orcid.org/---,&; Joachim DenilORCID:orcid.org/---,	International Conference on Computer Safety, Reliability, and Security	https://doi.org/10.1007/978-3-030-83906-2_12		pp 158-170		Excluded	Excluded	new_screen	IC1: A least one testing technique is described		2	SpringerLink	2021.0	The Digital Twin as a Common Knowledge Base in DevOps to Support Continuous System Evolution	https://doi.org/10.1007/978-3-030-83906-2_12	Springer, Cham	nan; References; Year; Bibtex
100	DTCPS	Motion-Structural Analysis of Systems Using Digital Twins	Digital Twins enable the analysis of systems under real world conditions using multiphysics models, sensors and bidirectional data connections between the digital and its physical twin. At the Research Lab of the Department of Computer Integrated Design (DiK) of Technische Universitat Darmstadt, a Digital Twin demonstrator was developed that enables a motion-structural simulation of a bending beam test bench. The approach provides proof of many of the claimed benefits and challenges through a comprehensible Digital Twin system.	Digital Twin; Motion-structural simulation; Test bed; Cyber-physical systems	Sebastian Haag,; Reiner Anderl,; Klaus Schutzer&; Eduardo Zancul	IFIP International Conference on Product Lifecycle Management	https://doi.org/10.1007/978-3-030-42250-9_23		pp 243-249		Included	Excluded	new_screen	IC2: The system under test must be a cyber–physical system		2	SpringerLink	2019.0	Motion-Structural Analysis of Systems Using Digital Twins	https://doi.org/10.1007/978-3-030-42250-9_23	Springer, Cham	nan; References; Year; Bibtex
101	DTCPS	Simulation model for predicting reciprocating internal combustion engine wear			A. A. Malozemov and D. V. Kozminykh and G. A. Malozemov and A. V. Shavlov	IOP Conference Series: Materials Science and Engineering	https://doi.org/10.1088/1757-899X/1047/1/012010				Included	Excluded	new_screen	IC2: The system under test must be a cyber–physical system		2	IOP Publishing Ltd	2021.0		https://doi.org/10.1088/1757-899X/1047/1/012010	IOP Publishing Ltd	nan; Title; Venue; Authors; Abstract; Keywords; References; Pages; Year; Bibtex; DOI; Source; Publisher
102	DTCPS	Mixed-reality automotive testing with sensoris			Balázs Varga and Mátyás Szalai and Árpád Fehér and Szilárd Aradi and Tamás Tettamanti	Periodica Polytechnica Transportation Engineering	https://doi.org/10.3311/PPTR.15851		357-362		Included	Excluded	new_screen	IC2: The system under test must be a cyber–physical system		2	Budapest University of Technology and Economics	2020.0		https://doi.org/10.3311/PPTR.15851	Budapest University of Technology and Economics	nan; Title; Venue; Authors; Abstract; Keywords; References; Pages; Year; Bibtex; DOI; Source; Publisher
103	DTCPS	Model improvement with experimental design for identifying error sources in a computational model	Optimization-based model improvement has been introduced as a strategy to enhance the prediction ability of a computational model. It involves model calibration, model validation, and model refinement. Model calibration estimates the optimal value of unknown parameters. Model validation determines the validity of a computational model, and model refinement enhances a model to improve its accuracy. In model improvement, a variety of sources of errors in the observation and prediction can interrupt the model improvement process. The error sources degrade the parameter estimation accuracy in model calibration. When a computational model turns out to be invalid because of these error sources, model refinement is required. However, since model validation cannot distinguish between parameter estimation errors and modeling errors, the existing method is difficult to refine the computational model efficiently. Thus, this study aims to develop a model improvement process that identifies the leading cause of invalidity of a prediction. In this work, an experimental design method is integrated with optimization-based model improvement to minimize the effect of estimation errors in model calibration. Through use of the proposed method, after calibration, the computational model mainly includes the effect of unrecognized modeling errors. Two case studies are provided to confirm the efficacy of the proposed method: an analytical beam study and automotive wheel rim analysis.	Artificial Intelligence; Experimental design; D-optimality; Error source identification; Model calibration; Optimization-based model improvement; Digital twin; Cyber-physical system	Hyejeong Son,; Byeng D. YounORCID:orcid.org/---,,&; Taejin KimORCID:orcid.org/---	Structural and Multidisciplinary Optimization	https://doi.org/10.1007/s00158-021-03002-1	citation_journal_title=Int J Eng Sci Technol; citation_title=Scanning the industry 4.0: a literature review on technologies for manufacturing systems; citation_author=V Alcacer, V Cruz-Machado; citation_volume=22; citation_publication_date=2019; citation_pages=899-919; citation_id=CR1; Arendt PD, Apley DW, Chen W (2012) Quantification of model uncertainty: calibration, model discrepancy, and identifiability. J MECH DESIGN 134; Arendt PD, Chen W, (2010) Apley DW Updating predictive models: calibration, bias correction and identifiability. In: International Design Engineering Technical Conferences and Computers and Information in Engineering Conference, . pp 1089-1098; citation_title=Optimum experimental designs, with SAS vol 34; citation_publication_date=2007; citation_id=CR4; citation_author=A Atkinson; citation_author=A Donev; citation_author=R Tobias; citation_publisher=Oxford University Press; citation_journal_title=PLoS Comput Biol; citation_title=Optimal experimental design for parameter estimation of a cell signaling model; citation_author=S Bandara, JP Schloder, R Eils, HG Bock, T Meyer; citation_volume=5; citation_publication_date=2009; citation_pages=e1000558; citation_doi=10.1371/journal.pcbi.1000558; citation_id=CR5; citation_title=Parameter estimation and optimum experimental design for differential equation models; citation_inbook_title=Model based parameter estimation; citation_publication_date=2013; citation_pages=1-30; citation_id=CR6; citation_author=HG Bock; citation_author=S Korkel; citation_author=JP Schloder; citation_publisher=Springer; citation_journal_title=Biometrika; citation_title=Design of experiments in non-linear situations; citation_author=GE Box, HJB Lucas; citation_volume=46; citation_publication_date=1959; citation_pages=77-90; citation_doi=10.1093/biomet/46.1-2.77; citation_id=CR7; citation_journal_title=Struct Multidiscip Optim; citation_title=Optimal sensor placement for structural parameter identification; citation_author=C Chisari, L Macorini, C Amadio, BA Izzuddin; citation_volume=55; citation_publication_date=2017; citation_pages=647-662; citation_doi=10.1007/s00158-016-1531-1; citation_id=CR8; citation_journal_title=D-optim Designs; citation_title=Phan-Than-Luu RJC, systems il; citation_author=PF Aguiar, B Bourguignon, M Khots, D Massart; citation_volume=30; citation_publication_date=1995; citation_pages=199-210; citation_id=CR9; citation_journal_title=Comput Method Appl Method; citation_title=Model validation and predictive capability for the thermal challenge problem; citation_author=S Ferson, WL Oberkampf, L Ginzburg; citation_volume=197; citation_publication_date=2008; citation_pages=2408-2430; citation_doi=10.1016/j.cma.2007.07.030; citation_id=CR10; citation_journal_title=Comput Method Appl Method; citation_title=A Bayesian calibration approach to the thermal problem; citation_author=D Higdon, C Nakhleh, J Gattiker, B Williams; citation_volume=197; citation_publication_date=2008; citation_pages=2431-2441; citation_doi=10.1016/j.cma.2007.05.031; citation_id=CR11; Hu J, Zhou Q, McKeand A, Xie T, Choi S-KJS, Optimization M (2020) A model validation framework based on parameter calibration under aleatory and epistemic uncertainty.1-16; citation_journal_title=Comput Methods Appl Mech Eng; citation_title=A sequential calibration and validation framework for model uncertainty quantification and reduction; citation_author=C Jiang, Z Hu, Y Liu, ZP Mourelatos, D Gorsich, P Jayakumar; citation_volume=368; citation_publication_date=2020; citation_pages=113172; citation_doi=10.1016/j.cma.2020.113172; citation_id=CR13; citation_journal_title=Technometrics; citation_title=D-optimality for regression designs: a review; citation_author=RS John, NR Draper; citation_volume=17; citation_publication_date=1975; citation_pages=15-23; citation_doi=10.1080/00401706.1975.10489266; citation_id=CR14; citation_journal_title=Struct Multidiscip Optim; citation_title=A framework of model validation and virtual product qualification with limited experimental data based on statistical inference; citation_author=BC Jung, J Park, H Oh, J Kim, BD Youn; citation_volume=51; citation_publication_date=2015; citation_pages=573-583; citation_doi=10.1007/s00158-014-1155-2; citation_id=CR15; citation_journal_title=J Guid Control Dyn; citation_title=Sensor placement for on-orbit modal identification and correlation of large space structures; citation_author=DC Kammer; citation_volume=14; citation_publication_date=1991; citation_pages=251-259; citation_doi=10.2514/3.20635; citation_id=CR16; citation_journal_title=J R STAT SOC B; citation_title=Bayesian calibration of computer models; citation_author=MC Kennedy, A O'Hagan; citation_volume=63; citation_publication_date=2001; citation_pages=425-464; citation_doi=10.1111/1467-9868.00294; citation_id=CR17; citation_journal_title=Struct Multidiscip Optim; citation_title=Uncertainty characterization under measurement errors using maximum likelihood estimation: cantilever beam end-to-end UQ test problem; citation_author=T Kim, G Lee, BD Youn; citation_volume=59; citation_publication_date=2019; citation_pages=323-333; citation_doi=10.1007/s00158-018-2169-y; citation_id=CR18; Lee G, Kim W, Oh H, Youn BD, Kim NH (2019) Review of statistical model calibration and validation--from the perspective of uncertainty structures. Struct Multidiscip Optim 1-26; citation_journal_title=Struct Multidiscip Optim; citation_title=A comprehensive study on enhanced optimization-based model calibration using gradient information; citation_author=G Lee, G Yi, BD Youn; citation_volume=57; citation_publication_date=2018; citation_pages=2005-2025; citation_doi=10.1007/s00158-018-1920-8; citation_id=CR20; Li W, Chen S, Jiang Z, Apley DW, Lu Z, Chen W (2016) Integrating Bayesian calibration, bias correction, and machine learning for the 2014 Sandia Verification and Validation Challenge Problem. J Verif Valid Uncertain Quant 1; citation_journal_title=Reliab Eng Syst Saf; citation_title=Quantitative model validation techniques: new insights; citation_author=Y Ling, SJ Mahadevan; citation_volume=111; citation_publication_date=2013; citation_pages=217-231; citation_doi=10.1016/j.ress.2012.11.011; citation_id=CR22; Liu Y, Chen W, Arendt P, Huang H-ZJ (2011) Toward a better understanding of model validation metrics. 133; citation_journal_title=Mech Syst Signal Process; citation_title=Design of sensor networks for instantaneous inversion of modally reduced order models in structural dynamics; citation_author=K Maes, E Lourens, K Nimmen, E Reynders, G Roeck, G Lombaert; citation_volume=52; citation_publication_date=2015; citation_pages=628-644; citation_doi=10.1016/j.ymssp.2014.07.018; citation_id=CR24; Moon M-Y, Choi K, Cho H, Gaul N, Lamb D, Gorsich D (2015) Development of a conservative model validation approach for reliable analysis. In: International Design Engineering Technical Conferences and Computers and Information in Engineering Conference. American Society of Mechanical Engineers, p V02BT03A057; citation_journal_title=Softw Syst Model; citation_title=Industry 4.0 as a cyber-physical system study; citation_author=PJ Mosterman, J Zander; citation_volume=15; citation_publication_date=2016; citation_pages=17-29; citation_doi=10.1007/s10270-015-0493-x; citation_id=CR26; citation_title=Introduction to COMSOL multiphysics(r); citation_publication_date=1998; citation_id=CR27; citation_publisher=COMSOL Multiphysics; citation_title=Verification and validation in scientific computing; citation_publication_date=2010; citation_id=CR28; citation_author=WL Oberkampf; citation_author=CJ Roy; citation_publisher=Cambridge University Press; citation_journal_title=Struct Multidiscip Optim; citation_title=A systematic approach for model refinement considering blind and recognized uncertainties in engineered product development; citation_author=H Oh, J Kim, H Son, BD Youn, BC Jung; citation_volume=54; citation_publication_date=2016; citation_pages=1527-1541; citation_doi=10.1007/s00158-016-1493-3; citation_id=CR29; citation_journal_title=Comput Methods Appl Mech Eng; citation_title=Validating predictions of unobserved quantities; citation_author=TA Oliver, G Terejanu, CS Simmons, RD Moser; citation_volume=283; citation_publication_date=2015; citation_pages=1310-1335; citation_doi=10.1016/j.cma.2014.08.023; citation_id=CR30; Papadimitriou DI, Papadimitriou C (2015) Optimal sensor placement for the estimation of turbulence model parameters in CFD. Int J Uncertain Q 5; citation_journal_title=Chem Eng J; citation_title=Parameter estimation and unique identifiability; citation_author=S Park, DJ Himmelblau; citation_volume=25; citation_publication_date=1982; citation_pages=163-174; citation_doi=10.1016/0300-9467(82)80085-3; citation_id=CR32; Perakovic D, Perisa M, Sente RE (2018) Information and communication technologies within industry 4.0 concept. In: Design, Simulation, Manufacturing: The Innovation Exchange. Springer, pp 127-134; Perakovic D, Perisa M, Zoric P (2019) Challenges and issues of ICT in Industry 4.0. In: Design, Simulation, Manufacturing: The Innovation Exchange. Springer, pp 259-269; citation_journal_title=J Am Stat Assoc; citation_title=Bayesian calibration of inexact computer models; citation_author=M Plumlee; citation_volume=112; citation_publication_date=2017; citation_pages=1274-1285; citation_doi=10.1080/01621459.2016.1211016; citation_id=CR35; Pukelsheim F (2006) Optimal design of experiments. Society for Industrial and Applied Mathematics, United States; citation_journal_title=Ieee Access; citation_title=Digital twin and big data towards smart manufacturing and industry 4.0: 360 degree comparison; citation_author=Q Qi, F Tao; citation_volume=6; citation_publication_date=2018; citation_pages=3585-3593; citation_doi=10.1109/ACCESS.2018.2793265; citation_id=CR37; citation_journal_title=Reliab Eng Syst Saf; citation_title=Validation and error estimation of computational models; citation_author=R Rebba, S Mahadevan, S Huang; citation_volume=91; citation_publication_date=2006; citation_pages=1390-1397; citation_doi=10.1016/j.ress.2005.11.035; citation_id=CR38; Son H et al. (2020) Industrial issues and solutions to statistical model improvement: a case study of an automobile steering column.1-18; Song Z, Chen Y, Sastry CR, Tas NC (2009) Optimal observation for cyber-physical systems: a fisher-information-matrix-based approach. Springer Science & Business Media,; citation_title=Model calibration and parameter estimation: for environmental and water resource systems; citation_publication_date=2015; citation_id=CR41; citation_author=N-Z Sun; citation_author=A Sun; citation_publisher=Springer; Tabatabaian M (2015) COMSOL5 for engineers. Stylus Publishing, LLC,; citation_journal_title=Comput Aided Des; citation_title=A survey of CAD model simplification techniques for physics-based simulation applications; citation_author=A Thakur, AG Banerjee, SK Gupta; citation_volume=41; citation_publication_date=2009; citation_pages=65-80; citation_doi=10.1016/j.cad.2008.11.009; citation_id=CR43; Tricaud C, Dariusz MP, Yang U, Chen Q D (2008) optimal trajectory design of heterogeneous mobile sensors for parameter estimation of distributed systems. In: 2008 American Control Conference. IEEE, pp 663-668; citation_journal_title=Reliab Eng Syst Saf; citation_title=Calibration, validation, and sensitivity analysis: what's what; citation_author=TG Trucano, LP Swiler, T Igusa, WL Oberkampf, M Pilch; citation_volume=91; citation_publication_date=2006; citation_pages=1331-1357; citation_doi=10.1016/j.ress.2005.11.031; citation_id=CR45; Ucinski D (2004) Optimal measurement methods for distributed parameter system identification. CRC press, United States; citation_journal_title=Comput Method Appl Method; citation_title=A better understanding of model updating strategies in validating engineering models; citation_author=Y Xiong, W Chen, K-L Tsui, DW Apley; citation_volume=198; citation_publication_date=2009; citation_pages=1327-1337; citation_doi=10.1016/j.cma.2008.11.023; citation_id=CR47; citation_journal_title=Comput Method Appl Method; citation_title=A hierarchical framework for statistical model calibration in engineering product development; citation_author=BD Youn, BC Jung, Z Xi, SB Kim, W Lee; citation_volume=200; citation_publication_date=2011; citation_pages=1421-1431; citation_doi=10.1016/j.cma.2010.12.012; citation_id=CR48			Excluded	Excluded	new_screen	IC3: Testing is performed using a digital twin		2	SpringerLink	2021.0	Model improvement with experimental design for identifying error sources in a computational model	https://doi.org/10.1007/s00158-021-03002-1	Springer Link	nan; Pages; Year; Bibtex
104	DTCPS	Interacting with Intelligent Digital Twins	This paper details the Human Computer Interaction (HCI) components of an Intelligent Digital Twin (IDT) system for a semiconductor manufacturing company using gamming visual effects, 3D Computer Aided Design (CAD) and sound effects. The designed digital twin (DT) system will allow users to detect any irregularities (such as equipment failures and defects) in the manufacturing processes, in a timely manner and test some changes without an actual touching of the physical components. The project aims to design an IDT system that enhances the user's interaction by visualizing big data in such a way which can be easily understood and processed. Thus, allowing the user to intervene and control the entire production processes from the virtual console. The designed IDT system will enhance the UX of the system through the use of new interaction methodologies. The user will have full control of the data flow which is flowing from a data lake through for example, a gazing, a gesturing and a voice recognition interface which will provide contextual information based upon the user's viewpoint. The current phase of the project investigates the use of Cave VR technology to improve the immersion and the interaction between the user and the virtual system. We seek to develop a virtual environment that makes the users feel they are naturally interacting in a visually-immersed environment irrespective of where they are located. By enhancing the interaction of the user with these new technologies, we will provide a better UX that would create an efficient system which reduces the overall costs of managing the plant and concretely realize the aspirations of Industry 4.0.	Human Computer Interaction; Intelligent Digital Twin; User experience; Semiconductor manufacturing; Interaction	Alexie Dingli&; Foaad Haddod	International Conference on Human-Computer Interaction	https://doi.org/10.1007/978-3-030-23541-3_1		pp 3-15		Included	Excluded	new_screen	IC2: The system under test must be a cyber–physical system		2	SpringerLink	2019.0	Interacting with Intelligent Digital Twins	https://doi.org/10.1007/978-3-030-23541-3_1	Springer, Cham	nan; References; Year; Bibtex
105	DTCPS	Method for the generation of stochastic wind fields fitted to measurement data in real-time			Philipp Thomas and Tom Szyslo	Journal of Physics: Conference Series	https://doi.org/10.1088/1742-6596/1618/6/062043				Included	Excluded	new_screen	IC3: Testing is performed using a digital twin		2	IOP Publishing Ltd	2020.0		https://doi.org/10.1088/1742-6596/1618/6/062043	IOP Publishing Ltd	nan; Title; Venue; Authors; Abstract; Keywords; References; Pages; Year; Bibtex; DOI; Source; Publisher
106	DTCPS	Industry 4.0 Visual Tools for Digital Twin System Design	This work analyses methods of digital model development and uses electronics production as an example. It focuses on the analysis of the visual tools of a digital manufacturing system design. The digital model development process is divided into a sequence of tasks, to solve which a number of models, methods and tools is proposed. These procedures can be used to perform simulation modelling, performance prediction, promising option selection, parameters optimisation of both the device itself and its manufacturing mechanisms along with other lifecycle components, without the expensive sample tests, field tests or introduction of any changes to the already established manufacturing, selling, service and other infrastructures. Digitalisation aspects are covered by creating interrelated digital models of the device and the digital manufacturing process model that take all the technical and economic aspects into account. This approach, called Digital Twin (of the actual production), underlies the modern Industry 4.0 concept that suggests the introduction of different cyber-physical systems in the manufacturing systems. The proposed method of the visual system design uses a complex of software tools to produce digital system models of an electronics manufacturing system. The resulting digital twin of the actual manufacturing is representative of both the produced device and its manufacturing process design features. And it can be used for preparation, analysis and manufacturing improvement purposes.		V. A. ShakhnovORCID:orcid.org/---,; A. E. KurnosenkoORCID:orcid.org/---,; A. A. DeminORCID:orcid.org/---&; A. I. VlasovORCID:orcid.org/---	Proceedings of the Computational Methods in Systems and Software	https://doi.org/10.1007/978-3-030-63319-6_80		pp 864-875		Excluded	Excluded	new_screen	IC1: A least one testing technique is described		2	SpringerLink	2020.0	Industry 4.0 Visual Tools for Digital Twin System Design	https://doi.org/10.1007/978-3-030-63319-6_80	Springer, Cham	nan; Keywords; References; Year; Bibtex
107	DTCPS	Distributed manufacturing systems with digital agents			Niko Herakovič and Hugo Zupan and Miha Pipan and Jernej Protner and Marko Šimic	Strojniski Vestnik/Journal of Mechanical Engineering	https://doi.org/10.5545/sv-jme.2019.6331		650-657		Excluded	Excluded	new_screen	IC1: A least one testing technique is described		2	Assoc. of Mechanical Eng. and Technicians of Slovenia	2019.0		https://doi.org/10.5545/sv-jme.2019.6331	Assoc. of Mechanical Eng. and Technicians of Slovenia	nan; Title; Venue; Authors; Abstract; Keywords; References; Pages; Year; Bibtex; DOI; Source; Publisher
108	DTCPS	Enterprise Service Remote Assistance Guidance System Based on Digital Twin Drive			Dan Long and Rui Xu and Jia Liu and Wanghong Yu and Lei Xu	Mobile Information Systems	https://doi.org/10.1155/2021/1174762				Excluded	Excluded	new_screen	IC1: A least one testing technique is described		2	Hindawi Limited	2021.0		https://doi.org/10.1155/2021/1174762	Hindawi Limited	nan; Title; Venue; Authors; Abstract; Keywords; References; Pages; Year; Bibtex; DOI; Source; Publisher
109	DTCPS	Intelligent instrument fault diagnosis and prediction system based on digital twin technology			Dawei Gao and Peng Liu and Shengqian Jiang and Xiyu Gao and Kun Wang and Anran Zhao and Yiming Xue	Journal of Physics: Conference Series	https://doi.org/10.1088/1742-6596/1983/1/012106				Included	Included	new_screen			2	IOP Publishing Ltd	2021.0		https://doi.org/10.1088/1742-6596/1983/1/012106	IOP Publishing Ltd	nan; Title; Venue; Authors; Abstract; Keywords; References; Pages; Year; Bibtex; DOI; Source; Publisher
110	DTCPS	Digital twin reference model development to prevent operators' risk in process plants			Maurizio Bevilacqua and Eleonora Bottani and Filippo Emanuele Ciarapica and Francesco Costantino and Luciano Di Donato and Alessandra Ferraro and Giovanni Mazzuto and Andrea Monteriù and Giorgia Nardini and Marco Ortenzi and Massimo Paroncini and Marco Pirozzi and Mario Prist and Elena Quatrini and Massimo Tronci and Giuseppe Vignali	Sustainability (Switzerland)	https://doi.org/10.3390/su12031088				Included	Included	new_screen			2	MDPI	2020.0		https://doi.org/10.3390/su12031088	MDPI	nan; Title; Venue; Authors; Abstract; Keywords; References; Pages; Year; Bibtex; DOI; Source; Publisher
111	DTCPS	Digital Twin--The Simulation Aspect	The vision of theDigital Twinitself refers to a comprehensive physical and functional description of a component, product or system, which includes more or less all information which could be useful in all--the current and subsequent--lifecycle phases. In this chapter we focus on the simulation aspects of theDigital Twin. Today, modelling and simulation is a standard process in system development, e.g. to support design tasks or to validate system properties. During operation and for service first simulation-based solutions are realized for optimized operations and failure prediction. In this sense, simulation merges the physical and virtual world in all life cycle phases. Current practice already enables the users (designer, SW/HW developers, test engineers, operators, maintenance personnel, etc) to master the complexity of mechatronic systems.	Digital Model; Mechatronic System; Product Lifecycle Management; Product Data Management; Life Cycle Phase	Stefan Boschert&; Roland Rosen	Mechatronic Futures	https://doi.org/10.1007/978-3-319-32156-1_5		pp 59-74		Excluded	Excluded	new_screen			2	SpringerLink	2016.0	Digital twin-the simulation aspect	https://doi.org/10.1007/978-3-319-32156-1_5	Springer, Cham	nan; References; Year; Bibtex
112	DTCPS	Digital Twin of Beam Pumping Unit Control and Analysis			Shuang Shuang Ren and Fei Shen and Xiang Yang Zhang and Chao Min Feng and Hong Wu Luo	Journal of Physics: Conference Series	https://doi.org/10.1088/1742-6596/1894/1/012031				Excluded	Excluded	new_screen	IC1: A least one testing technique is described		2	IOP Publishing Ltd	2021.0		https://doi.org/10.1088/1742-6596/1894/1/012031	IOP Publishing Ltd	nan; Title; Venue; Authors; Abstract; Keywords; References; Pages; Year; Bibtex; DOI; Source; Publisher
113	DTCPS	HoloBoard: a Large-format Immersive Teaching Board based on pseudo HoloGraphics	In this paper, we present HoloBoard, an interactive large-format pseduo-holographic display system for lecture based classes. With its unique properties of immersive visual display and transparent screen, we designed and implemented a rich set of novel interaction techniques like immersive presentation, role-play, and lecturing behind the scene that are potentially valuable for lecturing in class. We conducted a controlled experimental study to compare a HoloBoard class with a normal class through measuring students' learning outcomes and three dimensions of engagement (i.e., behavioral, emotional, and cognitive engagement). We used pre-/post- knowledge tests and multimodal learning analytics to measure students' learning outcomes and learning experiences. Results indicated that the lecture-based class utilizing HoloBoard lead to slightly better learning outcomes and a significantly higher level of student engagement. Given the results, we discussed the impact of HoloBoard as an immersive media in the classroom setting and suggest several design implications for deploying HoloBoard in immersive teaching practices.	hologram;  immersive learning;  large-format display;  mixed reality;  teaching board	Gong, Jiangtao; Han, Teng; Guo, Siling; Li, Jiannan; Zha, Siyu; Zhang, Liuxin; Tian, Feng; Wang, Qianying; Rui, Yong	UIST '21: The 34th Annual ACM Symposium on User Interface Software and Technology	https://doi.org/10.1145/3472749.3474761		441-456	"@inproceedings{10.1145/3472749.3474761,
    author = ""Gong, Jiangtao and Han, Teng and Guo, Siling and Li, Jiannan and Zha, Siyu and Zhang, Liuxin and Tian, Feng and Wang, Qianying and Rui, Yong"",
    title = ""HoloBoard: a Large-format Immersive Teaching Board based on pseudo HoloGraphics"",
    year = ""2021"",
    isbn = ""9781450386357"",
    publisher = ""Association for Computing Machinery"",
    address = ""New York, NY, USA"",
    url = ""https://doi.org/10.1145/3472749.3474761"",
    doi = ""10.1145/3472749.3474761"",
    abstract = ""In this paper, we present HoloBoard, an interactive large-format pseduo-holographic display system for lecture based classes. With its unique properties of immersive visual display and transparent screen, we designed and implemented a rich set of novel interaction techniques like immersive presentation, role-play, and lecturing behind the scene that are potentially valuable for lecturing in class. We conducted a controlled experimental study to compare a HoloBoard class with a normal class through measuring students' learning outcomes and three dimensions of engagement (i.e., behavioral, emotional, and cognitive engagement). We used pre-/post- knowledge tests and multimodal learning analytics to measure students' learning outcomes and learning experiences. Results indicated that the lecture-based class utilizing HoloBoard lead to slightly better learning outcomes and a significantly higher level of student engagement. Given the results, we discussed the impact of HoloBoard as an immersive media in the classroom setting and suggest several design implications for deploying HoloBoard in immersive teaching practices."",
    booktitle = ""The 34th Annual ACM Symposium on User Interface Software and Technology"",
    pages = ""441-456"",
    numpages = ""16"",
    keywords = ""hologram, immersive learning, large-format display, mixed reality, teaching board"",
    location = ""Virtual Event, USA"",
    series = ""UIST '21""
}"	Excluded	Excluded	new_screen	IC2: The system under test must be a cyber–physical system		2	ACM	2021.0	HoloBoard: a Large-format Immersive Teaching Board based on pseudo HoloGraphics	https://dl.acm.org/doi/10.1145/3472749.3474761	Association for Computing Machinery	nan; References
