key	project	title	abstract	keywords	authors	venue	doi	references	pages	bibtex	screened_decision	final_decision	mode	inclusion_criteria	exclusion_criteria	reviewer_count	source	year	meta_title	link	publisher	metadata_missing
10	IFT3710	Order Matters: Sequence to sequence for sets	Sequences have become first class citizens in supervised learning thanks to the resurgence of recurrent neural networks. Many complex tasks that require mapping from or to a sequence of observations can now be formulated with the sequence-to-sequence (seq2seq) framework which employs the chain rule to efficiently represent the joint probability of sequences. In many cases, however, variable sized inputs and/or outputs might not be naturally expressed as sequences. For instance, it is not clear how to input a set of numbers into a model where the task is to sort them; similarly, we do not know how to organize outputs when they correspond to random variables and the task is to model their unknown joint probability. In this paper, we first show using various examples that the order in which we organize input and/or output data matters significantly when learning an underlying model. We then discuss an extension of the seq2seq framework that goes beyond sequences and handles input sets in a principled way. In addition, we propose a loss which, by searching over possible orders during training, deals with the lack of structure of output sets. We show empirical evidence of our claims regarding ordering, and on the modifications to the seq2seq framework on benchmark language modeling and parsing tasks, as well as two artificial tasks -- sorting numbers and estimating the joint probability of unknown graphical models.		Oriol Vinyals; Samy Bengio; Manjunath Kudlur	arXiv	https://doi.org/10.48550/arXiv.1511.06391										arXiv		Order Matters: Sequence to Sequence for Sets	https://arxiv.org/abs/1511.06391	arXiv	nan; Keywords; References; Pages; Year; Bibtex
11	IFT3710	GPipe: Easy Scaling with Micro-Batch Pipeline Parallelism					https://arxiv.org/pdf/1811.06965													https://arxiv.org/pdf/1811.06965		
12	IFT3710	Multi-Scale Context Aggregation by Dilated Convolutions	State-of-the-art models for semantic segmentation are based on adaptations of convolutional networks that had originally been designed for image classification. However, dense prediction and image classification are structurally different. In this work, we develop a new convolutional network module that is specifically designed for dense prediction. The presented module uses dilated convolutions to systematically aggregate multi-scale contextual information without losing resolution. The architecture is based on the fact that dilated convolutions support exponential expansion of the receptive field without loss of resolution or coverage. We show that the presented context module increases the accuracy of state-of-the-art semantic segmentation systems. In addition, we examine the adaptation of image classification networks to dense prediction and show that simplifying the adapted network can increase accuracy.		Fisher Yu; Vladlen Koltun	arXiv	https://doi.org/10.48550/arXiv.1511.07122										arXiv		Multi-Scale Context Aggregation by Dilated Convolutions	https://arxiv.org/abs/1511.07122	arXiv	nan; Keywords; References; Pages; Year; Bibtex
13	IFT3710	Identity Mappings in Deep Residual Networks	Deep residual networks have emerged as a family of extremely deep architectures showing compelling accuracy and nice convergence behaviors. In this paper, we analyze the propagation formulations behind the residual building blocks, which suggest that the forward and backward signals can be directly propagated from one block to any other block, when using identity mappings as the skip connections and after-addition activation. A series of ablation experiments support the importance of these identity mappings. This motivates us to propose a new residual unit, which makes training easier and improves generalization. We report improved results using a 1001-layer ResNet on CIFAR-10 (4.62% error) and CIFAR-100, and a 200-layer ResNet on ImageNet. Code is available at:this https URL		Kaiming He; Xiangyu Zhang; Shaoqing Ren; Jian Sun	arXiv	https://doi.org/10.48550/arXiv.1603.05027										arXiv		Identity Mappings in Deep Residual Networks	https://arxiv.org/abs/1603.05027	arXiv	nan; Keywords; References; Pages; Year; Bibtex
14	IFT3710	A simple neural network module for relational reasoning	Relational reasoning is a central component of generally intelligent behavior, but has proven difficult for neural networks to learn. In this paper we describe how to use Relation Networks (RNs) as a simple plug-and-play module to solve problems that fundamentally hinge on relational reasoning. We tested RN-augmented networks on three tasks: visual question answering using a challenging dataset called CLEVR, on which we achieve state-of-the-art, super-human performance; text-based question answering using the bAbI suite of tasks; and complex reasoning about dynamic physical systems. Then, using a curated dataset called Sort-of-CLEVR we show that powerful convolutional networks do not have a general capacity to solve relational questions, but can gain this capacity when augmented with RNs. Our work shows how a deep learning architecture equipped with an RN module can implicitly discover and learn to reason about entities and their relations.		Adam Santoro; David Raposo; David G.T. Barrett; Mateusz Malinowski; Razvan Pascanu; Peter Battaglia; Timothy Lillicrap	arXiv	https://doi.org/10.48550/arXiv.1706.01427										arXiv		A Simple Neural Network Module for Relational Reasoning	https://arxiv.org/abs/1706.01427	arXiv	nan; Keywords; References; Pages; Year; Bibtex
15	IFT3710	Quantifying the Rise and Fall of Complexity in Closed Systems: the Coffee Automaton					https://arxiv.org/pdf/1405.6903													https://arxiv.org/pdf/1405.6903		
16	IFT3710	Neural Turing Machines	We extend the capabilities of neural networks by coupling them to external memory resources, which they can interact with by attentional processes. The combined system is analogous to a Turing Machine or Von Neumann architecture but is differentiable end-to-end, allowing it to be efficiently trained with gradient descent. Preliminary results demonstrate that Neural Turing Machines can infer simple algorithms such as copying, sorting, and associative recall from input and output examples.		Alex Graves; Greg Wayne; Ivo Danihelka	arXiv	https://doi.org/10.48550/arXiv.1410.5401										arXiv		Neural Turing Machines	https://arxiv.org/abs/1410.5401	arXiv	nan; Keywords; References; Pages; Year; Bibtex
17	IFT3710	Deep Speech 2: End-to-End Speech Recognition in English and Mandarin	We show that an end-to-end deep learning approach can be used to recognize either English or Mandarin Chinese speech--two vastly different languages. Because it replaces entire pipelines of hand-engineered components with neural networks, end-to-end learning allows us to handle a diverse variety of speech including noisy environments, accents and different languages. Key to our approach is our application of HPC techniques, resulting in a 7x speedup over our previous system. Because of this efficiency, experiments that previously took weeks now run in days. This enables us to iterate more quickly to identify superior architectures and algorithms. As a result, in several cases, our system is competitive with the transcription of human workers when benchmarked on standard datasets. Finally, using a technique called Batch Dispatch with GPUs in the data center, we show that our system can be inexpensively deployed in an online setting, delivering low latency when serving users at scale.		Dario Amodei; Rishita Anubhai; Eric Battenberg; Carl Case; Jared Casper; Bryan Catanzaro; Jingdong Chen; Mike Chrzanowski; Adam Coates; Greg Diamos; Erich Elsen; Jesse Engel; Linxi Fan; Christopher Fougner; Tony Han; Awni Hannun; Billy Jun; Patrick LeGresley; Libby Lin; Sharan Narang; Andrew Ng; Sherjil Ozair; Ryan Prenger; Jonathan Raiman; Sanjeev Satheesh; David Seetapun; Shubho Sengupta; Yi Wang; Zhiqian Wang; Chong Wang; Bo Xiao; Dani Yogatama; Jun Zhan; Zhenyao Zhu	arXiv	https://doi.org/10.48550/arXiv.1512.02595										arXiv		Deep Speech 2: End-to-End Speech Recognition in English and Mandarin	https://arxiv.org/abs/1512.02595	arXiv	nan; Keywords; References; Pages; Year; Bibtex
18	IFT3710	Scaling Laws for Neural Language Models	We study empirical scaling laws for language model performance on the cross-entropy loss. The loss scales as a power-law with model size, dataset size, and the amount of compute used for training, with some trends spanning more than seven orders of magnitude. Other architectural details such as network width or depth have minimal effects within a wide range. Simple equations govern the dependence of overfitting on model/dataset size and the dependence of training speed on model size. These relationships allow us to determine the optimal allocation of a fixed compute budget. Larger models are significantly more sample-efficient, such that optimally compute-efficient training involves training very large models on a relatively modest amount of data and stopping significantly before convergence.		Jared Kaplan; Sam McCandlish; Tom Henighan; Tom B. Brown; Benjamin Chess; Rewon Child; Scott Gray; Alec Radford; Jeffrey Wu; Dario Amodei	arXiv	https://doi.org/10.48550/arXiv.2001.08361										arXiv		Scaling Laws for Neural Language Models	https://arxiv.org/abs/2001.08361	arXiv	nan; Keywords; References; Pages; Year; Bibtex
19	IFT3710	A tutorial introduction to the minimum description length principle	"This tutorial provides an overview of and introduction to Rissanen's Minimum Description Length (MDL) Principle. The first chapter provides a conceptual, entirely non-technical introduction to the subject. It serves as a basis for the technical introduction given in the second chapter, in which all the ideas of the first chapter are made mathematically precise. The main ideas are discussed in great conceptual and technical detail. This tutorial is an extended version of the first two chapters of the collection ""Advances in Minimum Description Length: Theory and Application"" (edited bythis http URL, I.J. Myung and M. Pitt, to be published by the MIT Press, Spring 2005)."		Peter Grunwald	arXiv	https://doi.org/10.48550/arXiv.math/0406077										arXiv		A Tutorial Introduction to the Minimum Description Length Principle	https://arxiv.org/abs/math/0406077	arXiv	nan; Keywords; References; Pages; Year; Bibtex
20	IFT3710	Machine Super Intelligence					https://www.vetta.org/documents/Machine_Super_Intelligence.pdf													https://www.vetta.org/documents/Machine_Super_Intelligence.pdf		
21	IFT3710	Better & Faster Large Language Models via Multi-token Prediction	Large language models such as GPT and Llama are trained with a next-token prediction loss. In this work, we suggest that training language models to predict multiple future tokens at once results in higher sample efficiency. More specifically, at each position in the training corpus, we ask the model to predict the following n tokens using n independent output heads, operating on top of a shared model trunk. Considering multi-token prediction as an auxiliary training task, we measure improved downstream capabilities with no overhead in training time for both code and natural language models. The method is increasingly useful for larger model sizes, and keeps its appeal when training for multiple epochs. Gains are especially pronounced on generative benchmarks like coding, where our models consistently outperform strong baselines by several percentage points. Our 13B parameter models solves 12 % more problems on HumanEval and 17 % more on MBPP than comparable next-token models. Experiments on small algorithmic tasks demonstrate that multi-token prediction is favorable for the development of induction heads and algorithmic reasoning capabilities. As an additional benefit, models trained with 4-token prediction are up to 3 times faster at inference, even with large batch sizes.		Fabian Gloeckle; Badr Youbi Idrissi; Baptiste Roziere; David Lopez-Paz; Gabriel Synnaeve	arXiv	https://doi.org/10.48550/arXiv.2404.19737										arXiv		Better & Faster Large Language Models Via Multi-token Prediction	https://arxiv.org/abs/2404.19737	arXiv	nan; Keywords; References; Pages; Year; Bibtex
22	IFT3710	Zephyr: Direct Distillation of LM Alignment	We aim to produce a smaller language model that is aligned to user intent. Previous research has shown that applying distilled supervised fine-tuning (dSFT) on larger models significantly improves task accuracy; however, these models are unaligned, i.e. they do not respond well to natural prompts. To distill this property, we experiment with the use of preference data from AI Feedback (AIF). Starting from a dataset of outputs ranked by a teacher model, we apply distilled direct preference optimization (dDPO) to learn a chat model with significantly improved intent alignment. The approach requires only a few hours of training without any additional sampling during fine-tuning. The final result, Zephyr-7B, sets the state-of-the-art on chat benchmarks for 7B parameter models, and requires no human annotation. In particular, results on MT-Bench show that Zephyr-7B surpasses Llama2-Chat-70B, the best open-access RLHF-based model. Code, models, data, and tutorials for the system are available atthis https URL.		Lewis Tunstall; Edward Beeching; Nathan Lambert; Nazneen Rajani; Kashif Rasul; Younes Belkada; Shengyi Huang; Leandro von Werra; Clementine Fourrier; Nathan Habib; Nathan Sarrazin; Omar Sanseviero; Alexander M. Rush; Thomas Wolf	arXiv	https://doi.org/10.48550/arXiv.2310.16944										arXiv		Zephyr: Direct Distillation of LM Alignment	https://arxiv.org/abs/2310.16944	arXiv	nan; Keywords; References; Pages; Year; Bibtex
23	IFT3710	DeepSeek V3 Technical Report					https://github.com/deepseek-ai/DeepSeek-V3/blob/main/DeepSeek_V3.pdf													https://github.com/deepseek-ai/DeepSeek-V3/blob/main/DeepSeek_V3.pdf		
24	IFT3710	Mixtral of Experts	We introduce Mixtral 8x7B, a Sparse Mixture of Experts (SMoE) language model. Mixtral has the same architecture as Mistral 7B, with the difference that each layer is composed of 8 feedforward blocks (i.e. experts). For every token, at each layer, a router network selects two experts to process the current state and combine their outputs. Even though each token only sees two experts, the selected experts can be different at each timestep. As a result, each token has access to 47B parameters, but only uses 13B active parameters during inference. Mixtral was trained with a context size of 32k tokens and it outperforms or matches Llama 2 70B and GPT-3.5 across all evaluated benchmarks. In particular, Mixtral vastly outperforms Llama 2 70B on mathematics, code generation, and multilingual benchmarks. We also provide a model fine-tuned to follow instructions, Mixtral 8x7B - Instruct, that surpasses GPT-3.5 Turbo, Claude-2.1, Gemini Pro, and Llama 2 70B - chat model on human benchmarks. Both the base and instruct models are released under the Apache 2.0 license.		Albert Q. Jiang; Alexandre Sablayrolles; Antoine Roux; Arthur Mensch; Blanche Savary; Chris Bamford; Devendra Singh Chaplot; Diego de las Casas; Emma Bou Hanna; Florian Bressand; Gianna Lengyel; Guillaume Bour; Guillaume Lample; Lelio Renard Lavaud; Lucile Saulnier; Marie-Anne Lachaux; Pierre Stock; Sandeep Subramanian; Sophia Yang; Szymon Antoniak; Teven Le Scao; Theophile Gervet; Thibaut Lavril; Thomas Wang; Timothee Lacroix; William El Sayed	arXiv	https://doi.org/10.48550/arXiv.2401.04088										arXiv		Mixtral of Experts	https://arxiv.org/abs/2401.04088	arXiv	nan; Keywords; References; Pages; Year; Bibtex
25	IFT3710	DoRA: Weight-Decomposed Low-Rank Adaptation	Among the widely used parameter-efficient fine-tuning (PEFT) methods, LoRA and its variants have gained considerable popularity because of avoiding additional inference costs. However, there still often exists an accuracy gap between these methods and full fine-tuning (FT). In this work, we first introduce a novel weight decomposition analysis to investigate the inherent differences between FT and LoRA. Aiming to resemble the learning capacity of FT from the findings, we propose Weight-Decomposed Low-Rank Adaptation (DoRA). DoRA decomposes the pre-trained weight into two components, magnitude and direction, for fine-tuning, specifically employing LoRA for directional updates to efficiently minimize the number of trainable parameters. By employing \ours, we enhance both the learning capacity and training stability of LoRA while avoiding any additional inference overhead. \ours~consistently outperforms LoRA on fine-tuning LLaMA, LLaVA, and VL-BART on various downstream tasks, such as commonsense reasoning, visual instruction tuning, and image/video-text understanding. Code is available atthis https URL.		Shih-Yang Liu; Chien-Yi Wang; Hongxu Yin; Pavlo Molchanov; Yu-Chiang Frank Wang; Kwang-Ting Cheng; Min-Hung Chen	arXiv	https://doi.org/10.48550/arXiv.2402.09353										arXiv		DoRA: Weight-Decomposed Low-Rank Adaptation	https://arxiv.org/abs/2402.09353	arXiv	nan; Keywords; References; Pages; Year; Bibtex
26	IFT3710	Simple and Scalable Strategies to Continually Pre-train Large Language Models	Large language models (LLMs) are routinely pre-trained on billions of tokens, only to start the process over again once new data becomes available. A much more efficient solution is to continually pre-train these models, saving significant compute compared to re-training. However, the distribution shift induced by new data typically results in degraded performance on previous data or poor adaptation to the new data. In this work, we show that a simple and scalable combination of learning rate (LR) re-warming, LR re-decaying, and replay of previous data is sufficient to match the performance of fully re-training from scratch on all available data, as measured by the final loss and the average score on several language model (LM) evaluation benchmarks. Specifically, we show this for a weak but realistic distribution shift between two commonly used LLM pre-training datasets (English-English) and a stronger distribution shift (English-German) at the405M parameter model scale with large dataset sizes (hundreds of billions of tokens). Selecting the weak but realistic shift for larger-scale experiments, we also find that our continual learning strategies match the re-training baseline for a 10B parameter LLM. Our results demonstrate that LLMs can be successfully updated via simple and scalable continual learning strategies, matching the re-training baseline using only a fraction of the compute. Finally, inspired by previous work, we propose alternatives to the cosine learning rate schedule that help circumvent forgetting induced by LR re-warming and that are not bound to a fixed token budget.		Adam Ibrahim; Benjamin Therien; Kshitij Gupta; Mats L. Richter; Quentin Anthony; Timothee Lesort; Eugene Belilovsky; Irina Rish	arXiv	https://doi.org/10.48550/arXiv.2403.08763										arXiv		Simple and Scalable Strategies to Continually Pre-train Large Language Models	https://arxiv.org/abs/2403.08763	arXiv	nan; Keywords; References; Pages; Year; Bibtex
27	IFT3710	Is DPO Superior to PPO for LLM Alignment? A Comprehensive Study	Reinforcement Learning from Human Feedback (RLHF) is currently the most widely used method to align large language models (LLMs) with human preferences. Existing RLHF methods can be roughly categorized as either reward-based or reward-free. Novel applications such as ChatGPT and Claude leverage reward-based methods that first learn a reward model and apply actor-critic algorithms, such as Proximal Policy Optimization (PPO). However, in academic benchmarks, state-of-the-art results are often achieved via reward-free methods, such as Direct Preference Optimization (DPO). Is DPO truly superior to PPO? Why does PPO perform poorly on these benchmarks? In this paper, we first conduct both theoretical and empirical studies on the algorithmic properties of DPO and show that DPO may have fundamental limitations. Moreover, we also comprehensively examine PPO and reveal the key factors for the best performances of PPO in fine-tuning LLMs. Finally, we benchmark DPO and PPO across a collection of RLHF testbeds, ranging from dialogue to code generation. Experiment results demonstrate that PPO is able to surpass other alignment methods in all cases and achieve state-of-the-art results in challenging code competitions. Our code is publicly available atthis https URL.		Shusheng Xu; Wei Fu; Jiaxuan Gao; Wenjie Ye; Weilin Liu; Zhiyu Mei; Guangju Wang; Chao Yu; Yi Wu	arXiv	https://doi.org/10.48550/arXiv.2404.10719										arXiv		Is DPO Superior to PPO for LLM Alignment? A Comprehensive Study	https://arxiv.org/abs/2404.10719	arXiv	nan; Keywords; References; Pages; Year; Bibtex
28	IFT3710	Visual Autoregressive Modeling: Scalable Image Generation via Next-Scale Prediction	"We present Visual AutoRegressive modeling (VAR), a new generation paradigm that redefines the autoregressive learning on images as coarse-to-fine ""next-scale prediction"" or ""next-resolution prediction"", diverging from the standard raster-scan ""next-token prediction"". This simple, intuitive methodology allows autoregressive (AR) transformers to learn visual distributions fast and generalize well: VAR, for the first time, makes GPT-like AR models surpass diffusion transformers in image generation. On ImageNet 256x256 benchmark, VAR significantly improve AR baseline by improving Frechet inception distance (FID) from 18.65 to 1.73, inception score (IS) from 80.4 to 350.2, with around 20x faster inference speed. It is also empirically verified that VAR outperforms the Diffusion Transformer (DiT) in multiple dimensions including image quality, inference speed, data efficiency, and scalability. Scaling up VAR models exhibits clear power-law scaling laws similar to those observed in LLMs, with linear correlation coefficients near -0.998 as solid evidence. VAR further showcases zero-shot generalization ability in downstream tasks including image in-painting, out-painting, and editing. These results suggest VAR has initially emulated the two important properties of LLMs: Scaling Laws and zero-shot task generalization. We have released all models and codes to promote the exploration of AR/VAR models for visual generation and unified learning."		Keyu Tian; Yi Jiang; Zehuan Yuan; Bingyue Peng; Liwei Wang	arXiv	https://doi.org/10.48550/arXiv.2404.02905										arXiv		Visual Autoregressive Modeling: Scalable Image Generation via Next-Scale Prediction	https://arxiv.org/abs/2404.02905	arXiv	nan; Keywords; References; Pages; Year; Bibtex
29	IFT3710	Vision Transformers Need Registers	Transformers have recently emerged as a powerful tool for learning visual representations. In this paper, we identify and characterize artifacts in feature maps of both supervised and self-supervised ViT networks. The artifacts correspond to high-norm tokens appearing during inference primarily in low-informative background areas of images, that are repurposed for internal computations. We propose a simple yet effective solution based on providing additional tokens to the input sequence of the Vision Transformer to fill that role. We show that this solution fixes that problem entirely for both supervised and self-supervised models, sets a new state of the art for self-supervised visual models on dense visual prediction tasks, enables object discovery methods with larger models, and most importantly leads to smoother feature maps and attention maps for downstream visual processing.		Timothee Darcet; Maxime Oquab; Julien Mairal; Piotr Bojanowski	arXiv	https://doi.org/10.48550/arXiv.2309.16588										arXiv		Vision Transformers Need Registers	https://arxiv.org/abs/2309.16588	arXiv	nan; Keywords; References; Pages; Year; Bibtex
30	IFT3710	Scaling Monosemanticity: Extracting Interpretable Features from Claude 3 Sonnet					https://transformer-circuits.pub/2024/scaling-monosemanticity/index.html													https://transformer-circuits.pub/2024/scaling-monosemanticity/index.html		
31	IFT3710	Segment Anything	We introduce the Segment Anything (SA) project: a new task, model, and dataset for image segmentation. Using our efficient model in a data collection loop, we built the largest segmentation dataset to date (by far), with over 1 billion masks on 11M licensed and privacy respecting images. The model is designed and trained to be promptable, so it can transfer zero-shot to new image distributions and tasks. We evaluate its capabilities on numerous tasks and find that its zero-shot performance is impressive -- often competitive with or even superior to prior fully supervised results. We are releasing the Segment Anything Model (SAM) and corresponding dataset (SA-1B) of 1B masks and 11M images atthis https URLto foster research into foundation models for computer vision.		Alexander Kirillov; Eric Mintun; Nikhila Ravi; Hanzi Mao; Chloe Rolland; Laura Gustafson; Tete Xiao; Spencer Whitehead; Alexander C. Berg; Wan-Yen Lo; Piotr Dollar; Ross Girshick	arXiv	https://doi.org/10.48550/arXiv.2304.02643										arXiv		Segment Anything	https://arxiv.org/abs/2304.02643	arXiv	nan; Keywords; References; Pages; Year; Bibtex
32	IFT3710	The Platonic Representation Hypothesis					https://arxiv.org/pdf/2405.07987													https://arxiv.org/pdf/2405.07987		
